"Destination","Service Type","Service ID","Country","Region","Service Name","Service Short Name"
"Africa","Accommodation",18338,"Kenya","Amboseli","Tortilis Camp",
"Africa","Accommodation",18340,"Kenya","Amboseli","Satao Elerai",
"Africa","Accommodation",18343,"Tanzania","Arusha","Olasiti Lodge",
"Africa","Accommodation",18346,"Tanzania","Arusha","Onsea House",
"Africa","Accommodation",18348,"Tanzania","Arusha","Rivertrees Country Inn",
"Africa","Accommodation",18352,"Tanzania","Arusha","Legendary Lodge",
"Africa","Accommodation",18355,"Tanzania","Arusha","The African Tulip",
"Africa","Accommodation",18370,"Kenya","Chyulu Hills","Ol Donyo Lodge",
"Africa","Accommodation",18377,"Kenya","Kenyan Coast","Serena Beach Resort & Spa",
"Africa","Accommodation",18387,"Kenya","Kenyan Coast","Diani Blue",
"Africa","Accommodation",18388,"Kenya","Amboseli","Ol Tukai Lodge",
"Africa","Accommodation",18400,"Kenya","Chyulu Hills","Campi ya Kanzi",
"Africa","Accommodation",18407,"Kenya","Kenyan Coast","Kilili Baharini Resort",
"Africa","Accommodation",18411,"Kenya","Kenyan Coast","Pinewood Resort",
"Africa","Accommodation",18412,"Kenya","Kenyan Coast","Msambweni House",
"Africa","Accommodation",18414,"Kenya","Kenyan Coast","Che Shale",
"Africa","Accommodation",18415,"Kenya","Kenyan Coast","Waterlovers",
"Africa","Accommodation",18419,"Kenya","Kisumu","Kiboko Bay",
"Africa","Accommodation",18421,"Kenya","Laikipia","Sabuk Lodge",
"Africa","Accommodation",18424,"Kenya","Laikipia","Il Ngwesi",
"Africa","Accommodation",18426,"Kenya","Laikipia","Tassia Lodge",
"Africa","Accommodation",18429,"Kenya","Laikipia","Lewa Wilderness",
"Africa","Accommodation",18430,"Kenya","Laikipia","Kicheche Camp Laikipia",
"Africa","Accommodation",18450,"Tanzania","Bagamoyo","Lazy Lagoon Island Lodge",
"Africa","Accommodation",18453,"Tanzania","Gombe Stream","Gombe Forest Lodge",
"Africa","Accommodation",18456,"Tanzania","Katavi","Chada Katavi Camp",
"Africa","Accommodation",18457,"Tanzania","Katavi","Katavi Wildlife Camp",
"Africa","Accommodation",18458,"Tanzania","Katavi","Katuma Bush Lodge",
"Africa","Accommodation",18459,"Tanzania","Kigoma","Kigoma Hilltop Hotel",
"Africa","Accommodation",18465,"Tanzania","Lake Natron","Lake Natron Camp",
"Africa","Accommodation",18468,"Tanzania","Mafia Island","Kinasi Lodge",
"Africa","Accommodation",18469,"Tanzania","Mafia Island","Pole Pole Resort",
"Africa","Accommodation",18497,"Kenya","Lakes Baringo & Bogoria","Lake Bogoria Spa Resort",
"Africa","Accommodation",18500,"Kenya","Lakes Nakuru & Elementaita","Flamingo Hill Tented Camp",
"Africa","Accommodation",18504,"Kenya","Lakes Nakuru & Elementaita","Sleeping Warrior Camp",
"Africa","Accommodation",18505,"Kenya","Lake Victoria","Mfangano Island",
"Africa","Accommodation",18508,"Kenya","Lamu","Baytil Ajaib",
"Africa","Accommodation",18516,"Kenya","Lamu","Kizingo",
"Africa","Accommodation",18521,"Kenya","Lamu","Manda Dream",
"Africa","Accommodation",18537,"Tanzania","Arusha","Arusha Coffee Lodge",
"Africa","Accommodation",18541,"Tanzania","Dar es Salaam","Dar es Salaam Serena Hotel",
"Africa","Accommodation",18549,"Tanzania","Lake Eyasi","Kisima Ngeda",
"Africa","Accommodation",18554,"Tanzania","Rubondo Island","Rubondo Island Camp",
"Africa","Accommodation",18608,"Kenya","Samburu","Kitich Camp",
"Africa","Accommodation",18616,"Kenya","Masai Mara","Naboisho Camp",
"Africa","Accommodation",18626,"Kenya","Samburu","Elephant Bedroom Camp",
"Africa","Accommodation",18632,"Kenya","Samburu","Joys Camp",
"Africa","Accommodation",18638,"Rwanda","Volcanos","Sabyinyo Silverback Lodge",
"Africa","Accommodation",18642,"Tanzania","Ruaha","Ruaha River Lodge",
"Africa","Accommodation",18647,"Tanzania","Selous","Lake Manze Camp",
"Africa","Accommodation",18648,"Tanzania","Selous","Sand Rivers Selous",
"Africa","Accommodation",18653,"Tanzania","Manyara & Ngorongoro","Plantation Lodge",
"Africa","Accommodation",18654,"Tanzania","Selous","Selous Impala Camp",
"Africa","Accommodation",18657,"Tanzania","Zanzibar","Breezes Beach Club & Spa",
"Africa","Accommodation",18658,"Tanzania","Serengeti (Central)","Serengeti Wilderness Camp",
"Africa","Accommodation",18659,"Tanzania","Serengeti (Central)","Mbuzi Mawe",
"Africa","Accommodation",18660,"Tanzania","Stone Town","Zanzibar Palace Hotel",
"Africa","Accommodation",18662,"Tanzania","Serengeti (Central)","Kirawira Camp",
"Africa","Accommodation",18665,"Tanzania","Serengeti (Central)","Serengeti Safari Camp C",
"Africa","Accommodation",18668,"Tanzania","Serengeti (Northern)","Sayari Camp",
"Africa","Accommodation",18686,"Namibia","Etosha - Anderson Gate","Ongava Lodge",
"Africa","Accommodation",18687,"Namibia","Etosha - Anderson Gate","Ongava Tented Camp",
"Africa","Accommodation",18688,"Namibia","Etosha - Anderson Gate","Anderssons Camp",
"Africa","Accommodation",18692,"Rwanda","Lake Kivu - Gisenyi","Lake Kivu Serena Hotel",
"Africa","Accommodation",18695,"Tanzania","Mahale","Greystoke",
"Africa","Accommodation",18696,"Tanzania","Mahale","Kungwe Beach lodge",
"Africa","Accommodation",18709,"Tanzania","Serengeti (Southern)","Olakira Camp S",
"Africa","Accommodation",18713,"Tanzania","Serengeti (Northern)","Bologonja Under Canvas",
"Africa","Accommodation",18718,"Tanzania","Serengeti (Northern)","Serengeti North Wilderness Camp",
"Africa","Accommodation",18721,"Tanzania","Serengeti (Northern)","Ubuntu Camp N",
"Africa","Accommodation",18723,"Tanzania","Serengeti (Northern)","Lamai Serengeti Main Camp",
"Africa","Accommodation",18725,"Tanzania","Serengeti (Northern)","Lamai Serengeti Private Camp",
"Africa","Accommodation",18726,"Tanzania","Serengeti (Northern)","Serengeti Bushtops Luxury Tented Camp",
"Africa","Accommodation",18735,"Uganda","Bwindi","Clouds Mountain Gorilla",
"Africa","Accommodation",18736,"Tanzania","Serengeti (Southern)","Ndutu Wilderness Tented Camp",
"Africa","Accommodation",18737,"Tanzania","Serengeti (Southern)","Lake Masek Tented Camp",
"Africa","Accommodation",18740,"Tanzania","Serengeti (Central)","Dunia Camp",
"Africa","Accommodation",18741,"Uganda","Bwindi","Mantana Engagi Lodge Bwindi",
"Africa","Accommodation",18742,"Tanzania","Serengeti (Southern)","Ubuntu Camp S",
"Africa","Accommodation",18745,"Tanzania","Serengeti (Western)","Ubuntu Camp W",
"Africa","Accommodation",18747,"Tanzania","Serengeti (Southern)","Masek Under Canvas",
"Africa","Accommodation",18748,"Uganda","Bwindi","Buhoma Community Camp",
"Africa","Accommodation",18749,"Tanzania","Serengeti (Southern)","Ndutu Under Canvas",
"Africa","Accommodation",18750,"Tanzania","Serengeti (Western)","Serengeti Safari Camp W",
"Africa","Accommodation",18752,"Tanzania","Songo Songo Archipelago","Fanjove Island Lodge",
"Africa","Accommodation",18756,"Tanzania","Tarangire","Maramboi Tented Camp",
"Africa","Accommodation",18757,"Tanzania","Tarangire","Oliver's Camp",
"Africa","Accommodation",18758,"Uganda","Entebbe","Entebbe Airport Guest House",
"Africa","Accommodation",18760,"Uganda","Entebbe","The Boma Guest House",
"Africa","Accommodation",18761,"Tanzania","Tarangire","Little Oliver's Camp",
"Africa","Accommodation",18765,"Tanzania","Tarangire","Tarangire Ndovu Camp (Formerly Nasikia Njiwa Camp)",
"Africa","Accommodation",18767,"Uganda","Jinja & Nile","The Haven River Lodge",
"Africa","Accommodation",18772,"Tanzania","Serengeti (Northern)","Serengeti Safari Camp N",
"Africa","Accommodation",18773,"Tanzania","Serengeti (Northern)","Kleins Camp",
"Africa","Accommodation",18774,"Tanzania","Serengeti (Northern)","Olakira Camp N",
"Africa","Accommodation",18775,"Uganda","Kampala","Le Bougainviller",
"Africa","Accommodation",18776,"Uganda","Kampala","Emin Pasha",
"Africa","Accommodation",18777,"Tanzania","West Kilimanjaro","Kambi ya Tembo",
"Africa","Accommodation",18779,"Tanzania","Ruaha","Mdonya Old River Camp",
"Africa","Accommodation",18784,"Tanzania","Stone Town","Mbweni Ruins",
"Africa","Accommodation",18786,"Tanzania","Stone Town","Zanzibar Serena Inn",
"Africa","Accommodation",18788,"Uganda","Kibale","Ndali Lodge",
"Africa","Accommodation",18790,"Tanzania","Zanzibar","Baraza",
"Africa","Accommodation",18793,"Tanzania","Zanzibar","Matemwe Lodge",
"Africa","Accommodation",18794,"Uganda","Kibale","Kibale Forest Camp",
"Africa","Accommodation",18795,"Tanzania","Zanzibar","Matemwe Retreat",
"Africa","Accommodation",18796,"Uganda","Kibale","Kyaninga Lodge",
"Africa","Accommodation",18797,"Tanzania","Zanzibar","Mnemba Island Lodge",
"Africa","Accommodation",18798,"Uganda","Kidepo Valley","Apoka Lodge",
"Africa","Accommodation",18799,"Tanzania","Zanzibar","The Palms",
"Africa","Accommodation",18801,"Tanzania","Zanzibar","Matemwe Beach House",
"Africa","Accommodation",18806,"Uganda","Lake Mburo","Mantana Tented Camp",
"Africa","Accommodation",18807,"Uganda","Lake Mburo","Mihingo Lodge",
"Africa","Accommodation",18813,"Zimbabwe","Victoria Falls Zimbabwe","Elephant Camp",
"Africa","Accommodation",18823,"Zimbabwe","Victoria Falls Zimbabwe","Ilala Lodge",
"Africa","Accommodation",18826,"Zimbabwe","Victoria Falls Zimbabwe","Amadeus Garden Guest House",
"Africa","Accommodation",18828,"Zimbabwe","Victoria Falls Zimbabwe","Victoria Falls Hotel",
"Africa","Accommodation",18836,"Zimbabwe","Matopos","Big Cave Camp",
"Africa","Accommodation",18837,"Zimbabwe","Matopos","Camp Amalinda",
"Africa","Accommodation",18841,"Zimbabwe","Eastern Highlands","Leopard Rock",
"Africa","Accommodation",18846,"Zimbabwe","Eastern Highlands","Musangano Lodge",
"Africa","Accommodation",18847,"Uganda","Murchison Falls","Paraa Safari Lodge",
"Africa","Accommodation",18858,"Zimbabwe","Gonarezhou","Pamushana Lodge",
"Africa","Accommodation",18861,"Uganda","Queen Elisabeth","Mweya Safari Lodge",
"Africa","Accommodation",18862,"Zimbabwe","Great Zimbabwe","Norma Jeans Lakeview Resort",
"Africa","Accommodation",18864,"Uganda","Queen Elisabeth","Katara Lodge",
"Africa","Accommodation",18865,"Zimbabwe","Great Zimbabwe","Lodge at the Ancient City",
"Africa","Accommodation",18868,"Uganda","Queen Elisabeth","Queen Elizabeth Bush Lodge",
"Africa","Accommodation",18870,"Uganda","Queen Elisabeth","Kyambura Game Lodge",
"Africa","Accommodation",18872,"Zimbabwe","Harare","Amanzi Lodge",
"Africa","Accommodation",18877,"Zambia","Kafue","Shumba Camp",
"Africa","Accommodation",18878,"Zambia","Kafue","Busanga Bush Camp",
"Africa","Accommodation",18879,"Zimbabwe","Lake Kariba & Matusadona","Bumi Hills Safari Lodge",
"Africa","Accommodation",18886,"Zimbabwe","Lake Kariba & Matusadona","Rhino Safari Camp",
"Africa","Accommodation",18889,"Zimbabwe","Lake Kariba & Matusadona","Musango Safari Camp",
"Africa","Accommodation",18908,"Zimbabwe","Hwange","The Hide",
"Africa","Accommodation",18910,"Zimbabwe","Hwange","Davison's Camp",
"Africa","Accommodation",18912,"Zimbabwe","Hwange","Little Makalolo",
"Africa","Accommodation",18913,"Zimbabwe","Hwange","Ivory Lodge Hwange",
"Africa","Accommodation",18915,"Zimbabwe","Hwange","Camp Hwange",
"Africa","Accommodation",18917,"Zimbabwe","Hwange","Miombo Safari Camp",
"Africa","Accommodation",18919,"Zimbabwe","Hwange","Sable Sands",
"Africa","Accommodation",18922,"Zimbabwe","Mana Pools","Goliath Safaris Tented Camp (Mana Pools)",
"Africa","Accommodation",18925,"Zimbabwe","Mana Pools","Kanga Camp Mana Pools",
"Africa","Accommodation",18927,"Zimbabwe","Mana Pools","Little Vundu Camp",
"Africa","Accommodation",18928,"Zimbabwe","Mana Pools","Ruckomechi Camp",
"Africa","Accommodation",18932,"Zimbabwe","Mana Pools","Mana Pools Canoeing Bush Camp",
"Africa","Accommodation",18967,"Tanzania","Serengeti (Central)","Nasikia Central Camp",
"Africa","Accommodation",18991,"Kenya","Masai Mara","Rekero Tented Camp",
"Africa","Accommodation",19002,"Kenya","Meru National Park","Elsas Kopje",
"Africa","Accommodation",19016,"Kenya","Nairobi","Fairview Hotel",
"Africa","Accommodation",19022,"Kenya","Masai Mara","Governor's Camp",
"Africa","Accommodation",19023,"Kenya","Masai Mara","Kicheche Mara Camp",
"Africa","Accommodation",19025,"Kenya","Masai Mara","Kicheche Bush Camp",
"Africa","Accommodation",19047,"Kenya","Tana Delta","Delta Dunes Lodge",
"Africa","Accommodation",19055,"Kenya","Masai Mara","Mara Bushtops Luxury Tented Camp",
"Africa","Accommodation",19060,"Kenya","Masai Mara","Mara Siria Camp",
"Africa","Accommodation",19061,"Kenya","Masai Mara","Mara Serena",
"Africa","Accommodation",19064,"Kenya","Nairobi","Nairobi Serena",
"Africa","Accommodation",19066,"Kenya","Tsavo West","Kilaguni Serena Safari Lodge",
"Africa","Accommodation",19068,"Kenya","Nairobi","Giraffe Manor",
"Africa","Accommodation",19089,"Zambia","Lower Zambezi","Kanyemba Island Bush Camp",
"Africa","Accommodation",19090,"Zambia","Lower Zambezi","Kanyemba Lodge",
"Africa","Accommodation",19091,"Zambia","Lower Zambezi","Kasaka River Lodge",
"Africa","Accommodation",19095,"Zambia","Lower Zambezi","Royal Zambezi Lodge",
"Africa","Accommodation",19099,"Zambia","Lower Zambezi","Chongwe River Camp",
"Africa","Accommodation",19100,"Zambia","Lower Zambezi","Sausage Tree Camp",
"Africa","Accommodation",19102,"Zambia","Lower Zambezi","Zambezi Canoeing Safari (3N/4D)",
"Africa","Accommodation",19103,"Zambia","Lower Zambezi","Chiawa Camp",
"Africa","Accommodation",19104,"Zambia","Lower Zambezi","Old Mondoro",
"Africa","Accommodation",19108,"Zambia","Lower Zambezi","Potato Bush Camp",
"Africa","Accommodation",19112,"Zambia","Lusaka","Eight Reedbuck Hotel",
"Africa","Accommodation",19120,"Zambia","Lusaka","Protea Arcades",
"Africa","Accommodation",19121,"Rwanda","Butare","Hotel Ibis",
"Africa","Accommodation",19125,"Rwanda","Lake Kivu - Kibuye","Moriah Hill Resort",
"Africa","Accommodation",19126,"Rwanda","Lake Kivu - Kibuye","Cormoran Lodge",
"Africa","Accommodation",19127,"Rwanda","Nyungwe","Nyungwe Forest Lodge",
"Africa","Accommodation",19139,"Kenya","Masai Mara","Entim Camp",
"Africa","Accommodation",19141,"Kenya","Masai Mara","Mara Plains Camp",
"Africa","Accommodation",19143,"Zambia","North Luangwa","Mwaleshi Camp",
"Africa","Accommodation",19152,"Zambia","South Luangwa","Kafunta River Camp",
"Africa","Accommodation",19155,"Zambia","South Luangwa","Flatdogs Camp",
"Africa","Accommodation",19156,"Zambia","South Luangwa","Lion Camp",
"Africa","Accommodation",19159,"Zambia","South Luangwa","Kafunta Island Bush Camp",
"Africa","Accommodation",19160,"Zambia","South Luangwa","Luwi Bushcamp",
"Africa","Accommodation",19161,"Zambia","South Luangwa","Mchenja Camp",
"Africa","Accommodation",19162,"Zambia","South Luangwa","Nsolo Bush Camp",
"Africa","Accommodation",19163,"Zambia","South Luangwa","Chikoko Walking Trails",
"Africa","Accommodation",19239,"Kenya","Laikipia","Sandai Homestay & Cottage",
"Africa","Accommodation",19243,"Kenya","Kenyan Coast","Alfajiri",
"Africa","Accommodation",19251,"Kenya","Laikipia","Porini Rhino",
"Africa","Accommodation",19253,"Kenya","Kenyan Coast","Karibuni Rafiki",
"Africa","Accommodation",19261,"Kenya","Laikipia","Rhino Watch Lodge",
"Africa","Accommodation",19270,"Kenya","Kakamega Forest","Rondo Retreat",
"Africa","Accommodation",19271,"Tanzania","Zanzibar","Anna of Zanzibar",
"Africa","Accommodation",19272,"Tanzania","Zanzibar","Echo Beach Hotel",
"Africa","Accommodation",19273,"Tanzania","Stone Town","Emerson Spice",
"Africa","Accommodation",19274,"Kenya","Tsavo East","Galdessa Camp",
"Africa","Accommodation",19275,"Tanzania","Zanzibar","Green and Blue Zanzibar",
"Africa","Accommodation",19280,"Kenya","Masai Mara","Karen Blixen Camp",
"Africa","Accommodation",19285,"Kenya","Nairobi","Macushla House",
"Africa","Accommodation",19286,"Tanzania","Stone Town","Kisiwa House",
"Africa","Accommodation",19287,"Tanzania","Zanzibar","Konokono",
"Africa","Accommodation",19288,"Botswana","Central Kalahari","Tau Pan Camp",
"Africa","Accommodation",19289,"Mozambique","Bazaruto - Vilanculos","Pestana Bazaruto Lodge",
"Africa","Accommodation",19290,"Tanzania","Zanzibar","Zanzibar Retreat Hotel",
"Africa","Accommodation",19292,"Mozambique","Bazaruto - Vilanculos","& Beyond Benguerra Island Lodge",
"Africa","Accommodation",19293,"Rwanda","Volcanos","Virunga Lodge",
"Africa","Accommodation",19294,"Botswana","Central Kalahari","Deception Valley Lodge",
"Africa","Accommodation",19295,"Mozambique","Bazaruto - Vilanculos","Anantara Bazaruto Island Resort & Spa (Indigo Bay)",
"Africa","Accommodation",19296,"Rwanda","Volcanos","Mountain Gorilla View",
"Africa","Accommodation",19297,"Mozambique","Bazaruto - Vilanculos","Casa Rex",
"Africa","Accommodation",19298,"Tanzania","Zanzibar","Mchanga Beach Resort",
"Africa","Accommodation",19299,"Botswana","Chobe National Park","Muchenje Safari Lodge",
"Africa","Accommodation",19300,"Mozambique","Bazaruto - Vilanculos","Azura on Benguerra Island Lodge",
"Africa","Accommodation",19305,"Malawi","Lake Malawi - Southern Lakeshore","Norman Carr Cottage",
"Africa","Accommodation",19307,"Namibia","Caprivi Rundu","Hakusembe River Lodge",
"Africa","Accommodation",19309,"Malawi","Lake Malawi - Southern Lakeshore","Mumbo Island",
"Africa","Accommodation",19315,"Malawi","Lake Malawi - Southern Lakeshore","Pumulani",
"Africa","Accommodation",19318,"Namibia","Caprivi West","Divava Okavango Lodge",
"Africa","Accommodation",19321,"Namibia","Caprivi West","Ndhovu Lodge",
"Africa","Accommodation",19323,"Malawi","Lake Malawi - Central Lakeshore","Chintheche Inn",
"Africa","Accommodation",19324,"Namibia","Caprivi East","Nkasa Lupala Tented Lodge",
"Africa","Accommodation",19325,"Malawi","Lake Malawi - Central Lakeshore","Makuzi Beach Lodge",
"Africa","Accommodation",19330,"Namibia","Damaraland - Twyfelfontein","Damaraland Camp",
"Africa","Accommodation",19331,"Namibia","Damaraland - Twyfelfontein","Doro Nawas Camp",
"Africa","Accommodation",19334,"Namibia","Damaraland - Twyfelfontein","Vingerklip Lodge",
"Africa","Accommodation",19335,"Mozambique","Ilha de Mozambique","Terraco das Quitandas",
"Africa","Accommodation",19336,"Namibia","Damaraland - Twyfelfontein","Damara Mopane Lodge",
"Africa","Accommodation",19337,"Namibia","Damaraland - Palmwag","Etendeka Mountain Camp",
"Africa","Accommodation",19338,"Mozambique","Inhaca","Machangulo Beach Lodge",
"Africa","Accommodation",19339,"Namibia","Damaraland - Palmwag","Grootberg Lodge",
"Africa","Accommodation",19341,"Namibia","Etosha - Anderson Gate","Etosha Safari Lodge",
"Africa","Accommodation",19342,"Mozambique","Inhambane","Flamingo Bay Water Lodge",
"Africa","Accommodation",19343,"Namibia","Etosha - Von Lindequist Gate","Mushara Bush Camp",
"Africa","Accommodation",19344,"Namibia","Etosha - Von Lindequist Gate","Onguma The Fort",
"Africa","Accommodation",19345,"Mozambique","Inhambane","Baia Sonambula",
"Africa","Accommodation",19346,"Namibia","Etosha - Von Lindequist Gate","Onguma Etosha Aoba Lodge",
"Africa","Accommodation",19347,"Namibia","Etosha - Von Lindequist Gate","Onguma Tented Camp",
"Africa","Accommodation",19348,"Mozambique","Inhambane","Blue Footprint Eco Lodge",
"Africa","Accommodation",19349,"Namibia","Etosha - Anderson Gate","Etosha Safari Camp",
"Africa","Accommodation",19350,"Mozambique","Lake Malawi - Mozambique","Nkwichi Lodge",
"Africa","Accommodation",19351,"Namibia","Etosha - Anderson Gate","Toshari Lodge",
"Africa","Accommodation",19352,"Mozambique","Memba Bay","Nuarro Lodge",
"Africa","Accommodation",19353,"Namibia","Fish River Canyon","Fish River Lodge",
"Africa","Accommodation",19354,"Namibia","Fish River Canyon","Canyon Lodge",
"Africa","Accommodation",19355,"Mozambique","Memba Bay","Coral Lodge",
"Africa","Accommodation",19356,"Namibia","Fish River Canyon","Canyon Village",
"Africa","Accommodation",19358,"Namibia","Windhoek","The Olive Exclusive Boutique Hotel",
"Africa","Accommodation",19359,"Mozambique","Maputo","Polana",
"Africa","Accommodation",19360,"Namibia","Windhoek","The Elegant Guesthouse",
"Africa","Accommodation",19361,"Namibia","Windhoek","Guest House Terra Africa",
"Africa","Accommodation",19362,"Mozambique","Maputo","Southern Sun Maputo",
"Africa","Accommodation",19363,"Namibia","Windhoek","Casa Piccolo",
"Africa","Accommodation",19365,"Mozambique","Maputo","Cardoso Hotel",
"Africa","Accommodation",19366,"Namibia","Windhoek","Olive Grove Guesthouse",
"Africa","Accommodation",19367,"Namibia","Windhoek","Heinitzburg Hotel",
"Africa","Accommodation",19370,"Mozambique","Pemba","Pemba Beach Hotel",
"Africa","Accommodation",19371,"Namibia","Windhoek","Galton House",
"Africa","Accommodation",19372,"Namibia","Kaokoland","Serra Cafema",
"Africa","Accommodation",19373,"Mozambique","Pomene","Pomene Lodge",
"Africa","Accommodation",19374,"Mozambique","Ponta Do Ouro","White Pearl Resort",
"Africa","Accommodation",19378,"Namibia","Luderitz","Lüderitz Nest Hotel",
"Africa","Accommodation",19379,"Namibia","Okonjima","Okonjima Bush Camp",
"Africa","Accommodation",19380,"Mozambique","Quirimbas","Ibo Island Lodge",
"Africa","Accommodation",19383,"Mozambique","Quirimbas","Anantara Medjumbe Island Resort",
"Africa","Accommodation",19384,"Namibia","Damaraland - Twyfelfontein","Twyfelfontein Lodge",
"Africa","Accommodation",19385,"Mozambique","Quirimbas","Azura at Quilalea Lodge",
"Africa","Accommodation",19387,"Namibia","Damaraland - Twyfelfontein","Camp Kipwe",
"Africa","Accommodation",19389,"Namibia","Sossusvlei","Kulala Desert Lodge",
"Africa","Accommodation",19391,"Namibia","Sossusvlei","Desert Homestead",
"Africa","Accommodation",19392,"Namibia","Sossusvlei","Sossusvlei Lodge",
"Africa","Accommodation",19393,"Namibia","Sossusvlei","Sossusvlei Desert Lodge (FI)",
"Africa","Accommodation",19394,"Kenya","Nairobi","Palacina",
"Africa","Accommodation",19397,"Namibia","Sossusvlei","Sossusvlei Desert Camp",
"Africa","Accommodation",19398,"Namibia","Sossusvlei","Namib Desert lodge",
"Africa","Accommodation",19400,"Namibia","Sossusvlei","Hoodia Desert Lodge",
"Africa","Accommodation",19401,"Tanzania","Zanzibar","Pongwe Beach Hotel",
"Africa","Accommodation",19402,"Namibia","Swakopmund","Swakopmund Hotel",
"Africa","Accommodation",19405,"Namibia","Swakopmund","Swakopmund Sands Hotel",
"Africa","Accommodation",19406,"Namibia","Swakopmund","Hotel Zum Kaiser",
"Africa","Accommodation",19408,"Tanzania","Zanzibar","Sunshine Hotel",
"Africa","Accommodation",19409,"Tanzania","Usambara Mountains","Swiss Farm Cottage",
"Africa","Accommodation",19410,"Tanzania","Udzungwa","Udzungwa Forest Tented Camp",
"Africa","Accommodation",19411,"Botswana","Chobe National Park","Savute Elephant Camp",
"Africa","Accommodation",19412,"Botswana","Chobe National Park","Elephant Valley Lodge",
"Africa","Accommodation",19413,"Botswana","Chobe National Park","Zambezi Queen",
"Africa","Accommodation",19414,"Botswana","Chobe National Park","Kubu Lodge",
"Africa","Accommodation",19415,"Botswana","Chobe National Park","Ichobezi Houseboat",
"Africa","Accommodation",19416,"Botswana","Chobe National Park","Ngoma Safari Lodge",
"Africa","Accommodation",19417,"Botswana","Chobe National Park","Chobe Princesses",
"Africa","Accommodation",19420,"Botswana","Chobe National Park","Chobe Elephant Camp",
"Africa","Accommodation",19422,"Botswana","Kalahari Salt Pans / Makgadikgadi","San Camp",
"Africa","Accommodation",19423,"Botswana","Kalahari Salt Pans / Makgadikgadi","Nxai Pan Lodge",
"Africa","Accommodation",19424,"Botswana","Kalahari Salt Pans / Makgadikgadi","Meno a Kwena Tented Camp",
"Africa","Accommodation",19425,"Botswana","Kalahari Salt Pans / Makgadikgadi","Planet Baobab",
"Africa","Flight",19457,"Tanzania","Arusha","Arusha - Dar es Salaam",
"Africa","Flight",19460,"Tanzania","Arusha","Arusha - Grumeti",
"Africa","Flight",19461,"Tanzania","Arusha","Arusha - Kigali",
"Africa","Flight",19462,"Tanzania","Arusha","Arusha - Kilimanjaro",
"Africa","Flight",19463,"Tanzania","Arusha","Arusha - Kogatende",
"Africa","Flight",19464,"Tanzania","Arusha","Arusha - Tarangire (Kuro)",
"Africa","Flight",19467,"Tanzania","Arusha","Arusha - Mafia Island",
"Africa","Flight",19470,"Tanzania","Arusha","Arusha - Pangani (Mashado)",
"Africa","Flight",19471,"Tanzania","Pangani","Pangani (Mashado) - Zanzibar",
"Africa","Flight",19472,"Tanzania","Arusha","Arusha - Moshi",
"Africa","Flight",19473,"Tanzania","Ruaha","Ruaha - Arusha",
"Africa","Flight",19474,"Tanzania","Ruaha","Ruaha - Dar es Salaam",
"Africa","Flight",19477,"Tanzania","Ruaha","Ruaha - Mafia Island",
"Africa","Flight",19479,"Tanzania","Ruaha","Ruaha - Pemba Island (TZ)",
"Africa","Flight",19482,"Tanzania","Ruaha","Ruaha - Selous (Upper)*",
"Africa","Flight",19483,"Tanzania","Ruaha","Ruaha - Kogatende",
"Africa","Flight",19485,"Tanzania","Arusha","Arusha - Manyara",
"Africa","Flight",19486,"Tanzania","Ruaha","Ruaha - Kuro",
"Africa","Flight",19487,"Tanzania","Arusha","Arusha - Mwanza",
"Africa","Flight",19488,"Tanzania","Pangani","Pangani (Mashado) - Moshi",
"Africa","Flight",19489,"Tanzania","Arusha","Arusha - Pemba Island (TZ)",
"Africa","Flight",19490,"Tanzania","Pangani","Pangani (Mashado) - Arusha",
"Africa","Flight",19491,"Tanzania","Ruaha","Ruaha - Lamai",
"Africa","Flight",19492,"Tanzania","Arusha","Arusha - Rubondo",
"Africa","Flight",19493,"Tanzania","Ruaha","Ruaha - Ndutu",
"Africa","Flight",19494,"Tanzania","Arusha","Arusha - Ruaha*",
"Africa","Flight",19495,"Tanzania","Ruaha","Ruaha - Seronera",
"Africa","Flight",19496,"Tanzania","Ruaha","Ruaha - Zanzibar",
"Africa","Flight",19498,"Tanzania","Saadani","Saadani - Arusha",
"Africa","Flight",19499,"Tanzania","Serengeti (Southern)","Serengeti (Southern) - Zanzibar",
"Africa","Flight",19500,"Tanzania","Saadani","Saadani - Dar es Salaam",
"Africa","Flight",19501,"Tanzania","Saadani","Saadani - Zanzibar",
"Africa","Flight",19502,"Tanzania","Serengeti (Southern)","Serengeti (Southern) - Tarime",
"Africa","Flight",19503,"Tanzania","Serengeti (Grumeti Reserve)","Serengeti (Grumeti Reserve) - Arusha",
"Africa","Flight",19504,"Tanzania","Serengeti (Southern)","Serengeti (Southern) - Seronera",
"Africa","Flight",19505,"Tanzania","Zanzibar","Zanzibar - Sasakwa",
"Africa","Flight",19506,"Tanzania","Serengeti (Southern)","Serengeti (Southern) - Sasakwa",
"Africa","Flight",19507,"Tanzania","Serengeti (Southern)","Serengeti (Southern) - Ruaha*",
"Africa","Flight",19508,"Tanzania","Arusha","Arusha - Saadani",
"Africa","Flight",19514,"Tanzania","Serengeti (Southern)","Serengeti (Southern) - Grumeti",
"Africa","Flight",19517,"Tanzania","Serengeti (Southern)","Serengeti (Southern) - Kilimanjaro (AM)",
"Africa","Flight",19519,"Tanzania","Serengeti (Southern)","Serengeti (Southern) - Kogatende",
