"Destination","Service Type","SERVICEID","From Rates","Country","Region","Supplier Name","Service Name","Status","Contract"
"Africa","Flight",19596,"No Rates","Kenya","Nairobi","Coastal Aviation","Nairobi - Serengeti South","Inactive","Yes"
"Africa","Flight",19597,"No Rates","Kenya","Nairobi","Coastal Aviation","Nairobi - Tarime","Inactive","Yes"
"Africa","Flight",19638,"No Rates","Tanzania","Zanzibar","Coastal Aviation","Zanzibar - Bagamoyo","Inactive","Yes"
"Africa","Flight",19658,"No Rates","Tanzania","Bagamoyo","Coastal Aviation","Bagamoyo - Zanzibar","Inactive","Yes"
"Africa","Flight",19662,"No Rates","Tanzania","Dar es Salaam","Coastal Aviation","Dar es Salaam - Bagamoyo","Inactive","Yes"
"Africa","Flight",19721,"No Rates","Tanzania","Arusha","Coastal Aviation","Bagamoyo - Dar es Salaam","Inactive","Yes"
"Africa","Flight",19725,"No Rates","Tanzania","Kilimanjaro","Coastal Aviation","Kilimanjaro - Arusha","Inactive","Yes"
"Africa","Flight",19731,"No Rates","Tanzania","Kilimanjaro","Coastal Aviation","Kilimanjaro - Fort Ikoma","Inactive","Yes"
"Africa","Flight",19732,"No Rates","Tanzania","Kilimanjaro","Coastal Aviation","Kilimanjaro - Tarime","Inactive","Yes"
"Africa","Flight",19747,"No Rates","Uganda","Entebbe","Coastal Aviation","Entebbe - Arusha","Inactive","Yes"
"Africa","Flight",19748,"No Rates","Uganda","Entebbe","Coastal Aviation","Entebbe - Fort Ikoma","Inactive","Yes"
"Africa","Flight",19749,"No Rates","Uganda","Entebbe","Coastal Aviation","Entebbe - Grumeti","Inactive","Yes"
"Africa","Flight",19752,"No Rates","Uganda","Entebbe","Coastal Aviation","Entebbe - Kilimanjaro","Inactive","Yes"
"Africa","Flight",19753,"No Rates","Uganda","Entebbe","Coastal Aviation","Entebbe - Kogatende","Inactive","Yes"
"Africa","Flight",19755,"No Rates","Uganda","Entebbe","Coastal Aviation","Entebbe - Lamai","Inactive","Yes"
"Africa","Flight",19756,"No Rates","Uganda","Entebbe","Coastal Aviation","Entebbe - Lobo","Inactive","Yes"
"Africa","Flight",19757,"No Rates","Uganda","Entebbe","Coastal Aviation","Entebbe - Manyara","Inactive","Yes"
"Africa","Flight",19758,"No Rates","Uganda","Entebbe","Coastal Aviation","Entebbe - Tarime","Inactive","Yes"
"Africa","Flight",19759,"No Rates","Uganda","Entebbe","Coastal Aviation","Entebbe - Seronera","Inactive","Yes"
"Africa","Flight",19760,"No Rates","Uganda","Entebbe","Coastal Aviation","Entebbe - Sasakwa","Inactive","Yes"
"Africa","Flight",19761,"No Rates","Uganda","Entebbe","Coastal Aviation","Entebbe - Moshi","Inactive","Yes"
"Africa","Flight",19762,"No Rates","Uganda","Entebbe","Coastal Aviation","Entebbe - Ndutu","Inactive","Yes"
"Africa","Flight",19786,"No Rates","Tanzania","Serengeti (Northern)","Coastal Aviation","Serengeti (Northern) - Dar es Salaam","Inactive","Yes"
"Africa","Flight",19813,"No Rates","Tanzania","Serengeti (Northern)","Coastal Aviation","Serengeti (Northern) - Moshi","Inactive","Yes"
"Africa","Flight",19953,"No Rates","Botswana","Central Kalahari","Safari Destinations","Central Kalahari - Kalahari Salt Pans","Inactive","Yes"
"Africa","Flight",19960,"No Rates","Botswana","Central Kalahari","Safari Destinations","Kalahari Salt Pans - Central Kalahari","Inactive","Yes"
"Africa","Flight",19970,"No Rates","Botswana","Maun","Safari Destinations","Maun - Cape Town","Inactive","Yes"
"Africa","Flight",19971,"No Rates","Botswana","Maun","Safari Destinations","Maun - Central Kalahari","Inactive","Yes"
"Africa","Flight",20008,"No Rates","Botswana","Okavango Delta","Safari Destinations","Okavango Delta/Moremi - Livingstone","Inactive","Yes"
"Africa","Flight",20012,"No Rates","Botswana","Savuti & Linyanti","Safari Destinations","Savuti/Linyanti - Central Kalahari","Inactive","Yes"
"Africa","Flight",20038,"No Rates","Africa","Malawi","Mozambique Voyages (Uitkyk Holidays)","Lichinga - Nampula","Inactive","Yes"
"Africa","Flight",20053,"No Rates","Mozambique","Pemba","Mozambique Voyages (Uitkyk Holidays)","Pemba - Dar es Salaam","Inactive","Yes"
"Africa","Flight",20059,"No Rates","Mozambique","Pemba","Mozambique Voyages (Uitkyk Holidays)","Pemba - Nairobi","Inactive","Yes"
"Africa","Flight",20069,"No Rates","Zambia","Lusaka","Proflight Zambia","Lusaka - Livingstone","Inactive","Yes"
"Africa","Flight",20140,"No Rates","South Africa","Cape Town","Conso","Cape Town - Victoria Falls- To delete","Inactive","Yes"
"Africa","Flight",20154,"No Rates","South Africa","Phinda","Ilanga Travel","Federal Air Charter: Phinda - Richards Bay","Inactive","Yes"
"Africa","Flight",20155,"No Rates","South Africa","Johannesburg","Ilanga Travel","Federal Air Charter: JNB- Sabi Sands South","Inactive","Yes"
"Africa","Flight",20166,"No Rates","South Africa","Johannesburg","LAM","Johannesburg - Maputo","Inactive","Yes"
"Africa","Flight",20204,"No Rates","Zambia","South Luangwa","Mozambique Voyages (Uitkyk Holidays)","South Luangwa - Likoma Island","Inactive","Yes"
"Africa","Flight",20205,"No Rates","Zambia","South Luangwa","Mozambique Voyages (Uitkyk Holidays)","South Luangwa - Lilongwe","Inactive","Yes"
"Africa","Flight",21234,"No Rates","Kenya","Amboseli","Kenya Airways","Nairobi - Lusaka","Inactive","Yes"
"Africa","Flight",21235,"No Rates","Kenya","Nairobi","Kenya Airways","TO Delete Nairobi - Lusaka","Inactive","Yes"
"Africa","Flight",21482,"No Rates","Kenya","Nairobi","Kenya Airways","Nairobi - Victoria Falls Zambia","Inactive","Yes"
"Africa","Flight",21483,"No Rates","Kenya","Nairobi","Kenya Airways","Nairobi -  Zanzibar","Inactive","Yes"
"Africa","Flight",21489,"No Rates","Kenya","Nairobi","Safarilink","Nairobi - Amboseli","Inactive","Yes"
"Africa","Flight",21491,"No Rates","Kenya","Nairobi","Safarilink","Nairobi - Kiwayu","Inactive","Yes"
"Africa","Flight",21499,"No Rates","Kenya","Nairobi","Safarilink","Nairobi - North Coast","Inactive","Yes"
"Africa","Flight",21511,"No Rates","Kenya","Amboseli","AirKenya","Amboseli - Meru","Inactive","Yes"
"Africa","Flight",21523,"No Rates","Kenya","Amboseli","Safarilink","Amboseli - Nanyuki","Inactive","Yes"
"Africa","Flight",21625,"No Rates","Kenya","Lamu","AirKenya","Lamu - Nairobi","Inactive","Yes"
"Africa","Flight",21636,"No Rates","Kenya","Lamu","Mombasa Air Safaris","Lamu - Malindi","Inactive","Yes"
"Africa","Flight",21645,"No Rates","Kenya","Mombasa","AirKenya","Mombasa - Nairobi","Inactive","Yes"
"Africa","Flight",21660,"No Rates","Kenya","Masai Mara","Mombasa Air Safaris","Mombasa - Amboseli","Inactive","Yes"
"Africa","Flight",21689,"No Rates","Kenya","Mombasa","Safarilink","Mombasa - Tsavo West","Inactive","Yes"
"Africa","Flight",21695,"No Rates","Kenya","Masai Mara","Safarilink","Masai Mara - Kilimanjaro","Inactive","Yes"
"Africa","Flight",21696,"No Rates","Kenya","Masai Mara","Safarilink","Masai Mara - Kiwayu","Inactive","Yes"
"Africa","Flight",21697,"No Rates","Kenya","Masai Mara","Safarilink","Masai Mara - Lamu","Inactive","Yes"
"Africa","Flight",22151,"No Rates","Kenya","Amboseli","Mombasa Air Safaris","Amboseli - Mombasa","Inactive","Yes"
"Africa","Flight",24273,"No Rates","Mozambique","Maputo","Mozambique Voyages (Uitkyk Holidays)","Maputo - Johannesburg","Inactive","Yes"
"Africa","Flight",24279,"No Rates","Mozambique","Maputo","Mozambique Voyages (Uitkyk Holidays)","Maputo - Nampula","Inactive","Yes"
"Africa","Flight",24303,"No Rates","Mozambique","Bazaruto - Vilanculos","Mozambique Voyages (Uitkyk Holidays)","Vilanculos - Johannesburg","Inactive","Yes"
"Africa","Flight",24312,"No Rates","Africa","Mozambique","Mozambique Voyages (Uitkyk Holidays)","Mocimboa - Quirimbas","Inactive","Yes"
"Africa","Flight",25605,"No Rates","Kenya","Nairobi","Kenya Airways","Nairobi - Dar es Salaam","Inactive","Yes"
"Africa","Flight",25946,"No Rates","South Africa","Phinda","Ilanga Travel","Federal Air Charter: Richards Bay - Phinda","Inactive","Yes"
"Africa","Flight",25948,"No Rates","South Africa","Kruger - South","Ilanga Travel","Federal Air Charter: Sabi Sands - Phinda","Inactive","Yes"
"Africa","Flight",26483,"No Rates","Zambia","South Luangwa","Ulendo Travel Group","South Luangwa - Lilongwe","Inactive","Yes"
"Africa","Flight",26787,"No Rates","Kenya","Lamu","AirKenya","Addis Ababa - Axum - Delete","Inactive","Yes"
"Africa","Flight",26942,"No Rates","Zambia","Lusaka","Zambian Ground Handlers","Livingstone - Lusaka","Inactive","Yes"
"Africa","Flight",30222,"No Rates","South Africa","Johannesburg","Ilanga Travel","Federal Air Charter: Johannesburg - Phinda","Inactive","Yes"
"Africa","Flight",30226,"No Rates","South Africa","Phinda","Ilanga Travel","Federal Air Charter: Phinda - Johannesburg","Inactive","Yes"
"Africa","Flight",31261,"No Rates","Tanzania","Serengeti (Southern)","Coastal Aviation","To Delete Mwiba - Lake Manyara","Inactive","Yes"
"Africa","Flight",33293,"No Rates","South Africa","Johannesburg","Ilanga Travel","Federal Air Charter: Johannesburg - Madikwe","Inactive","Yes"
"Africa","Flight",33296,"No Rates","South Africa","Johannesburg","Ilanga Travel","Federal Air Charter: Madikwe - Johannesburg","Inactive","Yes"
"Africa","Flight",33297,"No Rates","South Africa","Johannesburg","Tour D'Afrique","Federal Air Charter: Madikwe - Johannesburg","Inactive","Yes"
"Africa","Flight",35369,"No Rates","Zambia","Victoria Falls Zambia","Conso","Likoma - Lilongwe","Inactive","Yes"
"Africa","Flight",35520,"No Rates","Kenya","Nairobi","Kenya Airways","Nairobi - Livingstone","Inactive","Yes"
"Africa","Flight",35832,"No Rates","Zimbabwe","Bumi Hills","Safari Destinations","Lake Kariba - Bumi Hills","Inactive","Yes"
"Africa","Flight",35836,"No Rates","Zimbabwe","Bumi Hills","Safari Destinations","Bumi Hills - Lake Kariba","Inactive","Yes"
"Africa","Flight",38496,"No Rates","Kenya","Nairobi","Kenya Airways","Nairobi - Pemba","Inactive","Yes"
"Africa","Flight",40349,"No Rates","South Africa","Madikwe","&Beyond","Federal Air Charter Madikwe - Johannesburg","Inactive","Yes"
"Africa","Flight",43571,"No Rates","Namibia","Fish River Canyon","Namibia Tracks & Trails","Canyon Lodge - Wolwedans","Inactive","Yes"
"Africa","Generic Service",24754,"No Rates","Africa","Africa","Enchanting Africa","Gift Africa","Active","Yes"
"Africa","Generic Service",24755,"No Rates","Africa","Africa","Enchanting Africa","SIM Card","Active","Yes"
"Africa","Generic Service",24756,"No Rates","Africa","Africa","Enchanting Africa","Meet & Greet- East Africa","Active","Yes"
"Africa","Generic Service",24787,"No Rates","Africa","Africa","Enchanting Africa","Documents-Tanzania","Active","Yes"
"Africa","Generic Service",24788,"No Rates","Africa","Africa","Safari Destinations","File Handling Fee-Bot, Vic-Falls-Zambia & Zimbabwe","Active","Yes"
"Africa","Generic Service",24827,"No Rates","Africa","Africa","Enchanting Africa","Flying Doctors-East Africa","Active","Yes"
"Africa","Generic Service",24927,"No Rates","Africa","Africa","Enchanting Africa","Breakfast on Arrival","Active","Yes"
"Africa","Generic Service",24929,"No Rates","Africa","Africa","Enchanting Africa","Dinner & Debrief","Active","Yes"
"Africa","Generic Service",25047,"No Rates","Africa","Africa","Enchanting Africa","Additional Meals/Packed Lunch","Active","Yes"
"Africa","Generic Service",25245,"No Rates","Africa","Zambia","Zambian Ground Handlers","Meet & Greet- Zambia (Lusaka Only)","Active","Yes"
"Africa","Generic Service",25371,"No Rates","Africa","Africa","Generic Supplier","Price Adjustment-Africa USD","Active","Yes"
"Africa","Generic Service",25372,"No Rates","Africa","Africa","Generic Supplier","Buffer-Africa","Active","Yes"
"Africa","Generic Service",25376,"No Rates","Africa","Africa","Generic Supplier","Discount Applied-Africa USD","Active","Yes"
"Africa","Generic Service",25382,"No Rates","Africa","Africa","Generic Supplier","Price Adjustment-Africa Euro","Active","Yes"
"Africa","Generic Service",25383,"No Rates","Africa","Africa","Generic Supplier","Price Adjustment-Africa AUD","Active","Yes"
"Africa","Generic Service",25384,"No Rates","Africa","Africa","Generic Supplier","Discount Applied-Africa AUD","Active","Yes"
"Africa","Generic Service",25386,"No Rates","Africa","Africa","Generic Supplier","Discount Applied-Africa Euro","Active","Yes"
"Africa","Generic Service",25596,"No Rates","Africa","Uganda","Whistling Duck","Uganda Ground Handling Fee","Active","Yes"
"Africa","Generic Service",25731,"No Rates","Africa","Africa","Generic Supplier","Price Adjustment-Africa GBP","Active","Yes"
"Africa","Generic Service",25732,"No Rates","Africa","Africa","Generic Supplier","Discount Applied-Africa GBP","Active","Yes"
"Africa","Generic Service",25782,"No Rates","Africa","Uganda","Whistling Duck","Whistling Duck Quotation Price USD","Active","Yes"
"Africa","Generic Service",25783,"No Rates","Africa","Botswana","Safari Destinations","Safari Destinations Quotation Price USD","Active","Yes"
"Africa","Generic Service",26234,"No Rates","Africa","Namibia","Namibia Tracks & Trails","Meet and Greet Namibia","Active","Yes"
"Africa","Generic Service",27414,"No Rates","Africa","Tanzania","Generic Supplier","VAT Buffer in Tanzania  (8%)","Active","Yes"
"Africa","Generic Service",30477,"No Rates","Africa","Namibia","Namibia Tracks & Trails","Namibia Track & Trails Quotation in NAD","Active","Yes"
"Africa","Generic Service",30593,"No Rates","Africa","South Africa","Tour D'Afrique","Tour D'Afrique Quotation in ZAR","Active","Yes"
"Africa","Generic Service",30597,"No Rates","Africa","Tanzania","Generic Supplier","Margin Buffer in Kenya & Tanzania  USD (2 %)","Active","Yes"
"Africa","Generic Service",30598,"No Rates","Africa","Tanzania","Generic Supplier","Margin Buffer in Kenya & Tanzania Euro (2 %)","Active","Yes"
"Africa","Generic Service",31421,"No Rates","Africa","Africa","Africa Generic Supplier","Africa Day Room","Active","Yes"
"Africa","Generic Service",31811,"No Rates","Africa","Ethiopia","Jacaranda Tours","Jacaranda Tours Quotation in USD","Active","Yes"
"Africa","Generic Service",31849,"No Rates","Africa","South Africa","Tour D'Afrique","Tomsa Levy","Active","Yes"
"Africa","Generic Service",33137,"No Rates","Africa","Africa","Enchanting Africa","Gift - EA - Jacaranda Ear Rings & Necklace","Active","Yes"
"Africa","Generic Service",33166,"No Rates","Africa","Africa","Enchanting Africa","Gift - EA - Leather Purse","Active","Yes"
"Africa","Generic Service",33169,"No Rates","Africa","Africa","Enchanting Africa","Gift - EA Kids - Leather Pencil Purse","Active","Yes"
"Africa","Generic Service",33171,"No Rates","Africa","Africa","Enchanting Africa","Gift - EA - Baseball caps","Active","Yes"
"Africa","Generic Service",33173,"No Rates","Africa","Africa","Enchanting Africa","Gift - EA - Masai Belts","Active","Yes"
"Africa","Generic Service",33175,"No Rates","Africa","Africa","Enchanting Africa","Gift - EA - Masai Shuka","Active","Yes"
"Africa","Generic Service",33176,"No Rates","Africa","Africa","Enchanting Africa","Gift - BOTS - Elephant Dung Album","Active","Yes"
"Africa","Generic Service",33239,"No Rates","Africa","Africa","Enchanting Africa","Gift - EA - Special meals/coffee","Active","Yes"
"Africa","Generic Service",35139,"No Rates","Africa","Mozambique","Mozambique Voyages (Uitkyk Holidays)","Meet and Greet Mozambique (Maputo Only)","Active","Yes"
"Africa","Generic Service",35168,"No Rates","Africa","South Africa","Tour D'Afrique","Meet & Greet South Africa","Active","Yes"
"Africa","Generic Service",35872,"No Rates","Africa","Africa","Enchanting Africa","Malawi SIM Card","Active","Yes"
"Africa","Generic Service",36167,"No Rates","Africa","Africa","Enchanting Africa","Gift - EA - Birthday Cake","Active","Yes"
"Africa","Generic Service",36168,"No Rates","Africa","Africa","Enchanting Africa","Gift - KE - Wine","Active","Yes"
"Africa","Generic Service",36169,"No Rates","Africa","Africa","Enchanting Africa","Gift - KE - Bush meal","Active","Yes"
"Africa","Generic Service",36170,"No Rates","Africa","Africa","Enchanting Africa","Gift - KE - Private Dinner","Active","Yes"
"Africa","Generic Service",36172,"No Rates","Africa","Africa","Enchanting Africa","Gift - KE - Sundowner","Active","Yes"
"Africa","Generic Service",36173,"No Rates","Africa","Africa","Enchanting Africa","Gift - KE - Dinner & Debrief","Active","Yes"
"Africa","Generic Service",36174,"No Rates","Africa","Africa","Enchanting Africa","Gift - KE - Breakfast on arrival","Active","Yes"
"Africa","Generic Service",36175,"No Rates","Africa","Africa","Enchanting Africa","Gift - TZ - Wine","Active","Yes"
"Africa","Generic Service",36176,"No Rates","Africa","Africa","Enchanting Africa","Gift - TZ - Bush meal","Active","Yes"
"Africa","Generic Service",36177,"No Rates","Africa","Africa","Enchanting Africa","Gift - TZ - Coffee Beans","Active","Yes"
"Africa","Generic Service",36178,"No Rates","Africa","Africa","Enchanting Africa","Gift - TZ - Fruit Basket","Active","Yes"
"Africa","Generic Service",36179,"No Rates","Africa","Africa","Enchanting Africa","Gift - TZ - Beach Meal/pool meal","Active","Yes"
"Africa","Generic Service",36180,"No Rates","Africa","Africa","Enchanting Africa","Gift - UG - Wine","Active","Yes"
"Africa","Generic Service",36181,"No Rates","Africa","Africa","Enchanting Africa","Gift - UG - Sundowner","Active","Yes"
"Africa","Generic Service",36182,"No Rates","Africa","Africa","Enchanting Africa","Gift - UG - Bush meal","Active","Yes"
"Africa","Generic Service",36183,"No Rates","Africa","Africa","Enchanting Africa","Gift - RW - Welcome note","Active","Yes"
"Africa","Generic Service",36184,"No Rates","Africa","Africa","Enchanting Africa","Gift - SA - Gift Basket (nuts/Biltong & bottle of wine)","Active","Yes"
"Africa","Generic Service",36185,"No Rates","Africa","Africa","Enchanting Africa","Gift - SA - Gift Basket (Chocolates & Fruits)","Active","Yes"
"Africa","Generic Service",36186,"No Rates","Africa","Africa","Enchanting Africa","Gift - SA - Wine","Active","Yes"
"Africa","Generic Service",36187,"No Rates","Africa","Africa","Enchanting Africa","Gift - SA - Private/ Bush Meal","Active","Yes"
"Africa","Generic Service",36188,"No Rates","Africa","Africa","Enchanting Africa","Gift - BOTS- Wine","Active","Yes"
"Africa","Generic Service",36190,"No Rates","Africa","Africa","Enchanting Africa","Gift - MW - Sparkling Wine","Active","Yes"
"Africa","Generic Service",36192,"No Rates","Africa","Africa","Enchanting Africa","Gift - MW - Private meal","Active","Yes"
"Africa","Generic Service",36193,"No Rates","Africa","Africa","Enchanting Africa","Gift - MW - A packet of malawi Tea","Active","Yes"
"Africa","Generic Service",36194,"No Rates","Africa","Africa","Enchanting Africa","Gift - NAM - Fruit Basket","Active","Yes"
"Africa","Generic Service",36200,"No Rates","Africa","Africa","Enchanting Africa","Gift - NAM - Bottle of Wine","Active","Yes"
"Africa","Generic Service",36201,"No Rates","Africa","Africa","Enchanting Africa","Gift - NAM - Gift Basket","Active","Yes"
"Africa","Generic Service",36202,"No Rates","Africa","Africa","Enchanting Africa","Gift - MZ - Beach/pool meal","Active","Yes"
"Africa","Generic Service",36203,"No Rates","Africa","Africa","Enchanting Africa","Gift - ZAM - Wine","Active","Yes"
"Africa","Generic Service",36204,"No Rates","Africa","Africa","Enchanting Africa","Gift - ZIM - Wine","Active","Yes"
"Africa","Generic Service",36787,"No Rates","Africa","South Africa","Tour D'Afrique","Travel Digests","Active","Yes"
"Africa","Generic Service",38682,"No Rates","Africa","Malawi","Ulendo Travel Group","MFG Quotation Price USD","Active","Yes"
"Africa","Generic Service",24789,"No Rates","Africa","South Africa","Ilanga Travel","Meet & Greet Cape Town","Inactive","Yes"
"Africa","Generic Service",24791,"No Rates","Africa","South Africa","Ilanga Travel","Meet & Greet at OR Tambo Airport Johannesburg","Inactive","Yes"
"Africa","Generic Service",24792,"No Rates","Africa","Africa","Enchanting Africa","Dinner & Debrief","Inactive","Yes"
"Africa","Generic Service",24794,"No Rates","Africa","South Africa","Ilanga Travel","Documents-South Africa","Inactive","Yes"
"Africa","Generic Service",25230,"No Rates","Africa","South Africa","Ilanga Travel","Meet & Greet South Africa","Inactive","Yes"
"Africa","Generic Service",25231,"No Rates","Africa","South Africa","Ilanga Travel","Documents-South Africa","Inactive","Yes"
"Africa","Generic Service",25879,"No Rates","Africa","South Africa","Ilanga Travel","Documents-South Africa","Inactive","Yes"
"Africa","Generic Service",33179,"No Rates","Africa","Africa","Enchanting Africa","Gift - German Guide Books","Inactive","Yes"
"Africa","Generic Service",35142,"No Rates","Africa","Africa","Africa Generic Supplier","Packed Lunch","Inactive","Yes"
"Africa","Guide",41915,"No Rates","Namibia","Gondwana Sperrgebiet Rand Park","Namibia Tracks & Trails","Gondwana: Senior Guide Camping Tours","Active","Yes"
"Africa","Guide",41916,"No Rates","Namibia","Hartmann Valley","Namibia Tracks & Trails","Hartmann Valley: Senior Guide Camping Tours","Active","Yes"
"Africa","Guide",41927,"No Rates","Namibia","Walvis Bay","Namibia Tracks & Trails","Walvis Bay: Senior Guide Camping Tours","Active","Yes"
"Africa","Guide",41938,"No Rates","Namibia","Gondwana Sperrgebiet Rand Park","Namibia Tracks & Trails","Gondwana: Senior Guide Foreign Language/Special interest","Active","Yes"
"Africa","Guide",41939,"No Rates","Namibia","Hartmann Valley","Namibia Tracks & Trails","Hartman Valley: Senior Guide Foreign Language/Special interest","Active","Yes"
"Africa","Guide",41950,"No Rates","Namibia","Walvis Bay","Namibia Tracks & Trails","Walvis Bay: Senior Guide Foreign Language/Special interest","Active","Yes"
"Africa","Guide",41961,"No Rates","Namibia","Gondwana Sperrgebiet Rand Park","Namibia Tracks & Trails","Gondwana: Senior Guide Normal Tours","Active","Yes"
"Africa","Guide",41962,"No Rates","Namibia","Hartmann Valley","Namibia Tracks & Trails","Hartman Valley: Senior Guide Normal Tours","Active","Yes"
"Africa","Guide",41974,"No Rates","Namibia","Walvis Bay","Namibia Tracks & Trails","Walvis Bay: Senior Guide Normal Tours","Active","Yes"
"Africa","Guide",41978,"No Rates","South Africa","Cape Agulhas","Tour D'Afrique","Cape Agulhas: German Language Guide","Active","Yes"
"Africa","Guide",41984,"No Rates","South Africa","East London","Tour D'Afrique","East London: German Language Guide","Active","Yes"
"Africa","Guide",41997,"No Rates","South Africa","Khosi Bay","Tour D'Afrique","Khosi Bay: German Language Guide","Active","Yes"
"Africa","Guide",42005,"No Rates","South Africa","Pilanesberg","Tour D'Afrique","Pilanesberg: German Language Guide","Active","Yes"
"Africa","Guide",42006,"No Rates","South Africa","Port Edward","Tour D'Afrique","Port Edward: German Language Guide","Active","Yes"
"Africa","Guide",42013,"No Rates","South Africa","Shamwari Game Reserve","Tour D'Afrique","Shamwari Game Reserve: German Language Guide","Active","Yes"
"Africa","Guide",42014,"No Rates","South Africa","St. Lucia","Tour D'Afrique","St Lucia: German Language Guide","Active","Yes"
"Africa","Other Transfer",24749,"No Rates","Africa","Africa","Africa Generic Supplier","Transfer to Camp","Active","Yes"
"Africa","Other Transfer",24752,"No Rates","Africa","Africa","Africa Generic Supplier","Interlodge Transfer East Africa","Active","Yes"
"Africa","Other Transfer",28642,"No Rates","Africa","Africa","Africa Generic Supplier","Car delivery to your accommodation","Active","Yes"
"Africa","Other Transfer",24750,"No Rates","Africa","Africa","Africa Generic Supplier","Transfer to Hotel","Inactive","Yes"
"Africa","Park Fee",24600,"No Rates","Africa","Uganda","Whistling Duck","Gorilla Permits","Active","Yes"
"Africa","Park Fee",25220,"No Rates","Zimbabwe","Gonarezhou","Enchanting Africa","Park fees for Gonarezhou","Active","Yes"
"Africa","Park Fee",25222,"No Rates","Zimbabwe","Hwange","Enchanting Africa","Park fees for Hwange","Active","Yes"
"Africa","Park Fee",25223,"No Rates","Zimbabwe","Lake Kariba & Matusadona","Enchanting Africa","Park fees for Lake Kariba & Matusadona","Active","Yes"
"Africa","Park Fee",25224,"No Rates","Zimbabwe","Hwange","Enchanting Africa","Park fees for Mana Pools","Active","Yes"
"Africa","Park Fee",25225,"No Rates","Zimbabwe","Victoria Falls Zimbabwe","Enchanting Africa","Park fees for Victoria Falls Zimbabwe","Active","Yes"
"Africa","Park Fee",25226,"No Rates","Zambia","Victoria Falls Zambia","Enchanting Africa","Park fees for Victoria Falls Zambia","Active","Yes"
"Africa","Park Fee",27018,"No Rates","Africa","Uganda","Whistling Duck","Lake Mburo-Sport Fishing Permit","Active","Yes"
"Africa","Park Fee",27019,"No Rates","Africa","Uganda","Whistling Duck","Murchison Falls-Sport Fishing Permit","Active","Yes"
"Africa","Park Fee",27052,"No Rates","Uganda","Murchison Falls","Whistling Duck","Park Fee for Murchison Falls","Active","Yes"
"Africa","Park Fee",27055,"No Rates","Uganda","Queen Elisabeth","Whistling Duck","Park Fee for Queen Elizabeth National Park","Active","Yes"
"Africa","Park Fee",27057,"No Rates","Uganda","Mgahinga","Whistling Duck","Park Fee for Mgahinga Gorilla Park","Active","Yes"
"Africa","Park Fee",27058,"No Rates","Uganda","Kibale","Whistling Duck","Park Fee for Kibale National Park","Active","Yes"
"Africa","Park Fee",27059,"No Rates","Uganda","Lake Mburo","Whistling Duck","Park Fee for Lake Mburo National Park","Active","Yes"
"Africa","Park Fee",27061,"No Rates","Uganda","Rwenzoris","Whistling Duck","Park Fee for Mt. Rwenzori","Active","Yes"
"Africa","Park Fee",27062,"No Rates","Uganda","Semliki","Whistling Duck","Park Fee for Semliki","Active","Yes"
"Africa","Park Fee",27063,"No Rates","Uganda","Mt Elgon -Trekking","Whistling Duck","Park Fee for Mt. Elgon","Active","Yes"
"Africa","Park Fee",27064,"No Rates","Uganda","Queen Elisabeth","Whistling Duck","Park Fee for Kyambura Gorge","Active","Yes"
"Africa","Park Fee",37648,"No Rates","Zimbabwe","Gonarezhou","Enchanting Africa","Park fees for Matobo Hills","Active","Yes"
"Africa","Park Fee",24327,"No Rates","Kenya","Lakes Nakuru & Elementaita","Sunworld Safaris LTD","Park fees for Lake Nakuru National Park","Inactive","Yes"
"Africa","Park Fee",24339,"No Rates","Kenya","Amboseli","Sunworld Safaris LTD","Park Fees for Amboseli National Park","Inactive","Yes"
"Africa","Park Fee",24343,"No Rates","Kenya","Tsavo West","Sunworld Safaris LTD","Park fees for Tsavo West National Park","Inactive","Yes"
"Africa","Park Fee",24371,"No Rates","Kenya","Meru National Park","Cheli & Peacock","Park fees for Elsas Kopje","Inactive","Yes"
"Africa","Park Fee",24384,"No Rates","Tanzania","Serengeti (Central)","Kibo Guides LTD","Park fees for Serengeti Central","Inactive","Yes"
"Africa","Park Fee",24398,"No Rates","Tanzania","Manyara & Ngorongoro","Kibo Guides LTD","Park fees for Lake Manyara National Park","Inactive","Yes"
"Africa","Park Fee",24417,"No Rates","Tanzania","Serengeti (Southern)","Kibo Guides LTD","Park fees for Serengeti Southern (Drive)","Inactive","Yes"
"Africa","Park Fee",24420,"No Rates","Tanzania","Manyara & Ngorongoro","Kibo Guides LTD","Park Fees for Ngorongoro Conservation Area","Inactive","Yes"
"Africa","Park Fee",24452,"No Rates","Zimbabwe","Hwange","Safari Destinations","Park fees for Hwange","Inactive","Yes"
"Africa","Park Fee",24834,"No Rates","Africa","Kenya","Africa Generic Supplier","Mara Reserve Fees (Flight)","Inactive","Yes"
"Africa","Park Fee",25202,"No Rates","Tanzania","Manyara & Ngorongoro","Enchanting Africa","Park fees for Lake Manyara National Park","Inactive","Yes"
"Africa","Park Fee",25203,"No Rates","Tanzania","Manyara & Ngorongoro","Enchanting Africa","Park Fees for Ngorongoro Conservation Area","Inactive","Yes"
"Africa","Park Fee",25214,"No Rates","Tanzania","Udzungwa","Enchanting Africa","Park fees for Udzungwa","Inactive","Yes"
"Africa","Park Fee",25227,"No Rates","Botswana","Chobe National Park","Enchanting Africa","Park fees for Chobe National Park","Inactive","Yes"
