"Destination","Service Type","SERVICEID","From Rates","Country","Region","Supplier Name","Service Name","Status","Contract"
"Africa","Park Fee",25233,"No Rates","Tanzania","West Kilimanjaro","Enchanting Africa","Park fees for West Kilimanjaro","Inactive","Yes"
"Africa","Park Fee",25908,"No Rates","Tanzania","Manyara & Ngorongoro","Kibo Guides LTD","Ngorongoro-Crater Entry Fee","Inactive","Yes"
"Africa","Park Fee",38690,"No Rates","Tanzania","Serengeti (Southern)","Enchanting Africa","Park fees for Serengeti S","Inactive","Yes"
"Africa","Park Fee",38691,"No Rates","Tanzania","Serengeti (Northern)","Enchanting Africa","Park fees for Serengeti C","Inactive","Yes"
"Africa","Park Fee",38692,"No Rates","Tanzania","Serengeti (Western)","Enchanting Africa","Park fees for Serengeti W","Inactive","Yes"
"Africa","Park Fee",38704,"No Rates","Tanzania","Manyara & Ngorongoro","Enchanting Africa","Park Fees for Manyara & Ngorongoro","Inactive","Yes"
"Africa","Transfers",22214,"No Rates","Kenya","Kenyan Coast","Paws Africa","Transfer from Mombasa to Malindi","Active","Yes"
"Africa","Transfers",22227,"No Rates","Kenya","Kenyan Coast","Paws Africa","Diani - Halfday Disposal","Active","Yes"
"Africa","Transfers",22528,"No Rates","Uganda","Entebbe","Whistling Duck","Transfer from Hotel to Entebbe Airport","Active","Yes"
"Africa","Transfers",22533,"No Rates","Uganda","Entebbe","Whistling Duck","Transfer from Entebbe Airport to Hotel (Evening Arrival)","Active","Yes"
"Africa","Transfers",25121,"No Rates","Kenya","Nairobi","Sunworld Safaris LTD","Transfer from International Airport to Domestic Airport","Active","Yes"
"Africa","Transfers",25123,"No Rates","Kenya","Nairobi","Sunworld Safaris LTD","Transfer from Airport to Out of Town Hotel","Active","Yes"
"Africa","Transfers",25124,"No Rates","Kenya","Nairobi","Sunworld Safaris LTD","Transfer from Airport to Town Hotel","Active","Yes"
"Africa","Transfers",25125,"No Rates","Kenya","Nairobi","Sunworld Safaris LTD","Transfer from Out of Town Hotel to Airport","Active","Yes"
"Africa","Transfers",25126,"No Rates","Kenya","Nairobi","Sunworld Safaris LTD","Transfer from Town Hotel to Airport","Active","Yes"
"Africa","Transfers",26023,"No Rates","Kenya","Kenyan Coast","Paws Africa","Transfer from Diani to Mombasa","Active","Yes"
"Africa","Transfers",36631,"No Rates","Africa","Seychelles","MFG Reisen","Transfer from Airport to Hotel","Active","Yes"
"Africa","Transfers",36634,"No Rates","Africa","Seychelles","MFG Reisen","Transfer from Hotel to Airport","Active","Yes"
"Africa","Transfers",37368,"No Rates","Africa","Mauritius","MFG Reisen","Transfer from Airport to Hotel","Active","Yes"
"Africa","Transfers",37369,"No Rates","Africa","Mauritius","MFG Reisen","Transfer from Hotel to Airport","Active","Yes"
"Africa","Transfers",38688,"No Rates","Tanzania","Kilimanjaro","Kibo Guides LTD","TZ-Empty Run  Kilimanjaro","Active","Yes"
"Africa","Transfers",45165,"No Rates","Seychelles","La Digue Island","Masons Travels","La Digue - Hotel (Transfer)","Active","Yes"
"Africa","Transfers",45166,"No Rates","Seychelles","Praslin Island","Masons Travels","Hotel - Praslin Airport","Active","Yes"
"Africa","Transfers",45167,"No Rates","Seychelles","La Digue Island","Masons Travels","Hotel - La Digue","Active","Yes"
"Africa","Transfers",45178,"No Rates","Seychelles","Praslin Island","Masons Travels","Hotel - Cat Cocos Jetty (Transfer)","Active","Yes"
"Africa","Transfers",45179,"No Rates","Seychelles","Praslin Island","Masons Travels","Cat Cocos Jetty - Hotel in Praslin","Active","Yes"
"Africa","Transfers",45180,"No Rates","Seychelles","Mahe","Masons Travels","Cat Cocos Jetty - Airport (Transfer)","Active","Yes"
"Africa","Transfers",45186,"No Rates","Seychelles","Mahe","Masons Travels","Mahe Hotel - Cat Cocos Jetty (Transfer)","Active","Yes"
"Africa","Transfers",45232,"No Rates","Tanzania","Zanzibar","Zanzibar Unique","Transfer Zanzibar beach Hotel - Beach Hotel","Active","Yes"
"Africa","Transfers",22237,"No Rates","South Africa","Blyde River Canyon","Ilanga Travel","Transfer from Blyde River Canyon to Johannesburg","Inactive","Yes"
"Africa","Transfers",22244,"No Rates","South Africa","Johannesburg","Ilanga Travel","Transfer from Johannesburg to Blyde River Canyon","Inactive","Yes"
"Africa","Transfers",22247,"No Rates","South Africa","Blyde River Canyon","Ilanga Travel","Transfer from Blyde River Canyon to Nelspruit","Inactive","Yes"
"Africa","Transfers",22248,"No Rates","South Africa","Nelspruit","Ilanga Travel","Transfer from Nelspruit to Blyde River Canyon","Inactive","Yes"
"Africa","Transfers",22249,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Airport to Hotel","Inactive","Yes"
"Africa","Transfers",22251,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Hotel to Airport","Inactive","Yes"
"Africa","Transfers",22252,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Cape Town to Overberg","Inactive","Yes"
"Africa","Transfers",22253,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Overberg to Cape Town","Inactive","Yes"
"Africa","Transfers",22254,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Cape Town to Swellendam (Little Karoo)","Inactive","Yes"
"Africa","Transfers",22255,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Swellendam (Little Karoo) to Cape Town","Inactive","Yes"
"Africa","Transfers",22256,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Cape Town to Oudtshoorn (Little Karoo)","Inactive","Yes"
"Africa","Transfers",22257,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Oudtshoorn (Little Karoo) to Cape Town","Inactive","Yes"
"Africa","Transfers",22258,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Cape Town to Knysna","Inactive","Yes"
"Africa","Transfers",22259,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Knysna to Cape Town","Inactive","Yes"
"Africa","Transfers",22260,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Cape Town to Plettenberg","Inactive","Yes"
"Africa","Transfers",22261,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Plettenberg to Cape Town","Inactive","Yes"
"Africa","Transfers",22262,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Cape Town to Hotel","Inactive","Yes"
"Africa","Transfers",22263,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Hotel to Cape Town","Inactive","Yes"
"Africa","Transfers",22264,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Cape Town to Winelands","Inactive","Yes"
"Africa","Transfers",22266,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Winelands to Cape Town","Inactive","Yes"
"Africa","Transfers",22268,"No Rates","South Africa","Durban","Ilanga Travel","Transfer within Durban","Inactive","Yes"
"Africa","Transfers",22269,"No Rates","South Africa","Durban","Ilanga Travel","Transfer from Durban to Umhlanga","Inactive","Yes"
"Africa","Transfers",22270,"No Rates","South Africa","Durban","Ilanga Travel","Transfer from Umhlanga to Durban","Inactive","Yes"
"Africa","Transfers",22271,"No Rates","South Africa","Durban","Ilanga Travel","Transfer from Durban to Hotel","Inactive","Yes"
"Africa","Transfers",22272,"No Rates","South Africa","Durban","Ilanga Travel","Transfer from Hotel to Durban","Inactive","Yes"
"Africa","Transfers",22296,"No Rates","Mozambique","Pemba","Mozambique Voyages (Uitkyk Holidays)","Transfer from Nuarro to Pemba","Inactive","Yes"
"Africa","Transfers",22297,"No Rates","South Africa","George","Ilanga Travel","Transfer from George to Knysna (Garden Route)","Inactive","Yes"
"Africa","Transfers",22302,"No Rates","South Africa","George","Ilanga Travel","Transfer from Knysna (Garden Route) to George","Inactive","Yes"
"Africa","Transfers",22306,"No Rates","South Africa","George","Ilanga Travel","Transfer from George to Plettenberg (Garden Route)","Inactive","Yes"
"Africa","Transfers",22307,"No Rates","South Africa","George","Ilanga Travel","Transfer from Plettenberg (Garden Route) to George","Inactive","Yes"
"Africa","Transfers",22308,"No Rates","South Africa","Johannesburg","Ilanga Travel","Transfer from Johannesburg to Pretoria","Inactive","Yes"
"Africa","Transfers",22309,"No Rates","South Africa","Pretoria","Ilanga Travel","Transfer from Pretoria to Johannesburg","Inactive","Yes"
"Africa","Transfers",22311,"No Rates","South Africa","Johannesburg","Ilanga Travel","Transfer from Airport to Hotel","Inactive","Yes"
"Africa","Transfers",22314,"No Rates","South Africa","Johannesburg","Ilanga Travel","Transfer from Hotel to Airport","Inactive","Yes"
"Africa","Transfers",22315,"No Rates","South Africa","Johannesburg","Ilanga Travel","Transfer from Johannesburg to Sun City","Inactive","Yes"
"Africa","Transfers",22316,"No Rates","South Africa","Johannesburg","Ilanga Travel","Transfer from Sun City to Johannesburg","Inactive","Yes"
"Africa","Transfers",22317,"No Rates","South Africa","Johannesburg","Ilanga Travel","Transfer from Johannesburg to Madikwe","Inactive","Yes"
"Africa","Transfers",22318,"No Rates","South Africa","Johannesburg","Ilanga Travel","Transfer from Madikwe to Johannesburg","Inactive","Yes"
"Africa","Transfers",22319,"No Rates","South Africa","Johannesburg","Ilanga Travel","Transfer from Train Station to Hotel","Inactive","Yes"
"Africa","Transfers",22320,"No Rates","South Africa","Johannesburg","Ilanga Travel","Transfer from Hotel to Train Station","Inactive","Yes"
"Africa","Transfers",22325,"No Rates","South Africa","Nelspruit","Ilanga Travel","Transfer from Nelspruit to Hazyview","Inactive","Yes"
"Africa","Transfers",22326,"No Rates","South Africa","Blyde River Canyon","Ilanga Travel","Transfer from Hazyview to Nelspruit","Inactive","Yes"
"Africa","Transfers",22331,"No Rates","South Africa","Kruger - South","Ilanga Travel","Transfer from Sabi Sands to Nelspruit","Inactive","Yes"
"Africa","Transfers",22332,"No Rates","South Africa","Kruger - South","Ilanga Travel","Transfer from Nelspruit to Sabi Sands","Inactive","Yes"
"Africa","Transfers",22334,"No Rates","South Africa","Kruger - Central","Ilanga Travel","Transfer from Hoedspruit to Sabi Sands","Inactive","Yes"
"Africa","Transfers",22335,"No Rates","South Africa","Kruger - South","Ilanga Travel","Transfer from Sabi Sands to Hoedspruit","Inactive","Yes"
"Africa","Transfers",22336,"No Rates","South Africa","Kruger - Central","Ilanga Travel","Transfer from Hoedspruit to Timbavati","Inactive","Yes"
"Africa","Transfers",22337,"No Rates","South Africa","Kruger - Central","Ilanga Travel","Transfer from Timbavati to Hoedspruit","Inactive","Yes"
"Africa","Transfers",22338,"No Rates","South Africa","Kruger - South","Ilanga Travel","Interlodge Transfer","Inactive","Yes"
"Africa","Transfers",22342,"No Rates","South Africa","Kruger - South","Ilanga Travel","Transfer from Nelspruit to Timbavati","Inactive","Yes"
"Africa","Transfers",22343,"No Rates","South Africa","Kruger - Central","Ilanga Travel","Transfer from Timbavati to Nelspruit","Inactive","Yes"
"Africa","Transfers",22345,"No Rates","South Africa","Port Elizabeth","Ilanga Travel","Transfer from Port Elizabeth to Hotel","Inactive","Yes"
"Africa","Transfers",22346,"No Rates","South Africa","Port Elizabeth","Ilanga Travel","Transfer from Hotel to Port Elizabeth","Inactive","Yes"
"Africa","Transfers",22348,"No Rates","South Africa","Port Elizabeth","Ilanga Travel","Transfer from Port Elizabeth to Knsyna (Garden Route)","Inactive","Yes"
"Africa","Transfers",22349,"No Rates","South Africa","Port Elizabeth","Ilanga Travel","Transfer from Knysna (Garden Route) to Port Elizabeth","Inactive","Yes"
"Africa","Transfers",22350,"No Rates","South Africa","Port Elizabeth","Ilanga Travel","Transfer from Port Elizabeth to Plettenberg (Garden Route)","Inactive","Yes"
"Africa","Transfers",22351,"No Rates","South Africa","Port Elizabeth","Ilanga Travel","Transfer from Plettenberg (Garden Route) to Port Elizabeth","Inactive","Yes"
"Africa","Transfers",22353,"No Rates","South Africa","Port Elizabeth","Ilanga Travel","Transfer from Port Elizabeth to Eastern Cape","Inactive","Yes"
"Africa","Transfers",22354,"No Rates","South Africa","Port Elizabeth","Ilanga Travel","Transfer from Addo to Port Elizabeth","Inactive","Yes"
"Africa","Transfers",22355,"No Rates","South Africa","Eastern Cape Game Parks","Ilanga Travel","Addo - Port Elizabeth","Inactive","Yes"
"Africa","Transfers",22535,"No Rates","Zambia","Victoria Falls Zambia","Safari Destinations","(Delete) Transfer from Livingstone Airport to Hotel","Inactive","Yes"
"Africa","Transfers",22541,"No Rates","Zimbabwe","Victoria Falls Zimbabwe","Safari Destinations","Transfer from Victoria Falls Airport to Kasane","Inactive","Yes"
"Africa","Transfers",24880,"No Rates","Africa","South Africa","Ilanga Travel","Pick Up Rental Car","Inactive","Yes"
"Africa","Transfers",24881,"No Rates","Africa","South Africa","Ilanga Travel","Drop Off Rental Car","Inactive","Yes"
"Africa","Transfers",25115,"No Rates","Kenya","Nairobi","Sunworld Safaris LTD","Transfer from Domestic Airport to International Airport","Inactive","Yes"
"Africa","Transfers",25358,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Overberg to Winelands","Inactive","Yes"
"Africa","Transfers",25532,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Hotel to Train Station","Inactive","Yes"
"Africa","Transfers",25533,"No Rates","South Africa","Cape Town","Ilanga Travel","Transfer from Train Station to Hotel","Inactive","Yes"
"Africa","Transfers",28440,"No Rates","South Africa","Kruger - South","Ilanga Travel","Private Transfer from KMIA to Skukuza/Lion Sands","Inactive","Yes"
"Africa","Transfers",28443,"No Rates","South Africa","Kruger - South","Ilanga Travel","Private Transfer from Skukuza/Lion Sands to KMIA","Inactive","Yes"
"Africa","Transfers",28450,"No Rates","Zambia","Lusaka","Zambian Ground Handlers","Transfer from Airport to Town Hotel","Inactive","Yes"
"Africa","Transfers",29037,"No Rates","South Africa","Pretoria","Ilanga Travel","Transfer from Pretoria Hotel to Train Station","Inactive","Yes"
"Africa","Transfers",29155,"No Rates","South Africa","Blyde River Canyon","Ilanga Travel","Transfer from Hazyview to Hoedspruit","Inactive","Yes"
"Africa","Transfers",29162,"No Rates","South Africa","Blyde River Canyon","Ilanga Travel","Transfer from Hazyview to Sabi Sands","Inactive","Yes"
"Africa","Transfers",31106,"No Rates","South Africa","Cape Town","Tour D'Afrique","Transfer from Cape Town to Knysna","Inactive","Yes"
"Africa","Transfers",31108,"No Rates","South Africa","Cape Town","Tour D'Afrique","Transfer from Cape Town to Overberg","Inactive","Yes"
"Africa","Transfers",31109,"No Rates","South Africa","Cape Town","Tour D'Afrique","Transfer from Cape Town to Plettenberg","Inactive","Yes"
"Africa","Transfers",31114,"No Rates","South Africa","Cape Town","Tour D'Afrique","Transfer from Knysna to Cape Town","Inactive","Yes"
"Africa","Transfers",31115,"No Rates","South Africa","Cape Town","Tour D'Afrique","Transfer from Overberg to Cape Town","Inactive","Yes"
"Africa","Transfers",31116,"No Rates","South Africa","Cape Town","Tour D'Afrique","Transfer from Overberg to Winelands","Inactive","Yes"
"Africa","Transfers",31117,"No Rates","South Africa","Cape Town","Tour D'Afrique","Transfer from Plettenberg to Cape Town","Inactive","Yes"
"Africa","Transfers",31119,"No Rates","South Africa","Cape Town","Tour D'Afrique","Transfer from Winelands to Cape Town","Inactive","Yes"
"Africa","Transfers",31136,"No Rates","South Africa","Kruger - South","Tour D'Afrique","Transfer from Skukuza to Kruger North","Inactive","Yes"
"Africa","Transfers",31138,"No Rates","South Africa","Kruger - South","Tour D'Afrique","Transfer from Nelspruit to Sabi Sands","Inactive","Yes"
"Africa","Transfers",31144,"No Rates","South Africa","Cape Town","Tour D'Afrique","Transfer from Cape Town to Swellendam (Little Karoo)","Inactive","Yes"
"Africa","Transfers",31146,"No Rates","South Africa","Cape Town","Tour D'Afrique","Transfer from Cape Town to Oudtshoorn (Little Karoo)","Inactive","Yes"
"Africa","Transfers",31147,"No Rates","South Africa","Cape Town","Tour D'Afrique","Transfer from Oudtshoorn (Little Karoo) to Cape Town","Inactive","Yes"
"Africa","Transfers",31148,"No Rates","South Africa","Cape Town","Tour D'Afrique","Transfer from Swellendam (Little Karoo) to Cape Town","Inactive","Yes"
"Africa","Transfers",31154,"No Rates","South Africa","Port Elizabeth","Tour D'Afrique","Transfer from Plettenberg (Garden Route) to Port Elizabeth","Inactive","Yes"
"Africa","Transfers",31155,"No Rates","South Africa","Port Elizabeth","Tour D'Afrique","Transfer from Port Elizabeth to Eastern Cape","Inactive","Yes"
"Africa","Transfers",32986,"No Rates","South Africa","Port Elizabeth","Ilanga Travel","Transfer from Port Elizabeth to Addo","Inactive","Yes"
"Africa","Transfers",32987,"No Rates","South Africa","Port Elizabeth","Tour D'Afrique","Transfer from Port Elizabeth to Addo","Inactive","Yes"
"Africa","Transfers",32988,"No Rates","South Africa","Port Elizabeth","Ilanga Travel","Transfer from Eastern Cape to Port Elizabeth","Inactive","Yes"
"Africa","Transfers",32989,"No Rates","South Africa","Port Elizabeth","Tour D'Afrique","Transfer from Eastern Cape to Port Elizabeth","Inactive","Yes"
"Africa","Transfers",35338,"No Rates","Tanzania","Songo Songo Archipelago","Essential Destinations","Boat transfer Songo Songo to Fanjove Private Island","Inactive","Yes"
"Africa","Transfers",36649,"No Rates","Malawi","Lake Malawi - Central Lakeshore","Ulendo Travel Group","Boat Transfer to Blue Zebra Hotel","Inactive","Yes"
"Africa","Transfers",36949,"No Rates","Kenya","Laikipia","Karisia","Karisia Transfer to Camp","Inactive","Yes"
"Africa","Transfers",36951,"No Rates","Kenya","Laikipia","Karisia","Karisia Transfer to Airstrip","Inactive","Yes"
"Africa","Transfers",38849,"No Rates","Kenya","Nairobi","Safarilink","Multiple Fare discounts applicable","Inactive","Yes"
"Africa","Transfers",38854,"No Rates","Kenya","Kenyan Coast","Pinewood Resort","To delete","Inactive","Yes"
"Africa","Transfers",41781,"No Rates","Africa","Zimbabwe","Safari Destinations","International arrival","Inactive","Yes"
"Africa","Visa",23759,"No Rates","Africa","Africa","Africa Generic Supplier","Kenya","Active","Yes"
"Africa","Visa",23915,"No Rates","Africa","Africa","Africa Generic Supplier","Tanzania","Active","Yes"
"Africa","Visa",23919,"No Rates","Africa","Africa","Africa Generic Supplier","Uganda","Active","Yes"
"Africa","Visa",23920,"No Rates","Africa","Africa","Africa Generic Supplier","Rwanda","Active","Yes"
"Africa","Visa",23921,"No Rates","Africa","Africa","Africa Generic Supplier","South Africa","Active","Yes"
"Africa","Visa",23922,"No Rates","Africa","Africa","Africa Generic Supplier","Botswana","Active","Yes"
"Africa","Visa",23923,"No Rates","Africa","Africa","Africa Generic Supplier","Zambia","Active","Yes"
"Africa","Visa",23925,"No Rates","Africa","Africa","Africa Generic Supplier","Zimbabwe","Active","Yes"
"Africa","Visa",23926,"No Rates","Africa","Africa","Africa Generic Supplier","Malawi","Active","Yes"
"Africa","Visa",23928,"No Rates","Africa","Africa","Africa Generic Supplier","Mozambique","Active","Yes"
"Africa","Visa",23930,"No Rates","Africa","Africa","Africa Generic Supplier","Mauritius","Active","Yes"
"Africa","Visa",23931,"No Rates","Africa","Africa","Africa Generic Supplier","Namibia","Active","Yes"
"Africa","Visa",23933,"No Rates","Africa","Africa","Africa Generic Supplier","Seychelles","Active","Yes"
"Africa","Visa",24000,"No Rates","Africa","Africa","Africa Generic Supplier","Zambezi Queen Visa","Active","Yes"
"Africa","Visa",26802,"No Rates","Africa","Africa","Africa Generic Supplier","Ethiopia","Active","Yes"
"Africa","Visa",41399,"No Rates","Africa","Africa","Africa Generic Supplier","Swaziland","Active","Yes"
