"REGIONNAME","SERVICEID","SERVICELONGNAME","SERVICETYPENAME","SUPPLIERID","SUPPLIERNAME","MEALPLANNAME","OPTIONID","OPTIONNAME","IS_DEFAULT","EXTRAID","EXTRANAME","OCCUPANCYTYPEID","OCCUPANCYTYPENAME","CHARGINGPOLICYID","CHARGINGPOLICYNAME","SEASONTYPEID","SEASONTYPENAME","SEASONSTARTDATE","SEASONENDDATE","ORGANISATIONSUPPLIERCONTRACTID","ORGANISATIONSUPPLIERCONTRACTNAME","CONTRACTDURATIONID","CONTRACTDURATIONNAME","CONTRACTDURATIONSTARTDATE","CONTRACTDURATIONENDDATE","CURRENCYISOCODE","WEEKDAYPRICES_EXISTS","PRICEDAYMONDAY","PRICEDAYTUESDAY","PRICEDAYWEDNESDAY","PRICEDAYTHURSDAY","PRICEDAYFRIDAY","PRICEDAYSATURDAY","PRICEDAYSUNDAY","PRICEBANDMIN","PRICEBANDMAX","BUYPRICE","MARGIN","SELLING",
"Cochin","4525","Transfer from Cochin Airport  to Hotel","Transfers","220","Pioneer","","9690","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2439","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","2477","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","2200","29.0093","3099",
"Cochin","4525","Transfer from Cochin Airport  to Hotel","Transfers","220","Pioneer","","9690","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2439","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","2477","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","6","2750","29.0139","3874",
"Cochin","4525","Transfer from Cochin Airport  to Hotel","Transfers","220","Pioneer","","9690","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2439","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","2477","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7","18","5060","29.0023","7127",
"Cochin","4526","Transfer from Hotel to Cochin Airport","Transfers","220","Pioneer","","9697","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2439","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","2477","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","2200","29.0093","3099",
"Cochin","4526","Transfer from Hotel to Cochin Airport","Transfers","220","Pioneer","","9697","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2439","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","2477","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","6","2750","29.0139","3874",
"Cochin","4526","Transfer from Hotel to Cochin Airport","Transfers","220","Pioneer","","9697","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2439","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","2477","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7","18","5060","29.0023","7127",
"Cochin","4597","Transfer from Cochin Airport to Alleppey","Transfers","220","Pioneer","","9698","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2439","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","2477","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","4400","29.0093","6198",
"Cochin","4597","Transfer from Cochin Airport to Alleppey","Transfers","220","Pioneer","","9698","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2439","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","2477","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","6","4950","29.0017","6972",
"Cochin","4597","Transfer from Cochin Airport to Alleppey","Transfers","220","Pioneer","","9698","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2439","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","2477","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7","18","7370","29.0049","10381",
"Cochin","4599","Transfer from Cochin Airport to Kumarakom","Transfers","220","Pioneer","","9700","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2439","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","2477","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","4400","29.0093","6198",
"Cochin","4599","Transfer from Cochin Airport to Kumarakom","Transfers","220","Pioneer","","9700","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2439","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","2477","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","6","4950","29.0017","6972",
"Cochin","4599","Transfer from Cochin Airport to Kumarakom","Transfers","220","Pioneer","","9700","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2439","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","2477","Pro-Pioneer Transfers(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7","18","7370","29.0049","10381",
"Cochin","13166","Cochin-Local Guide","Guide","4","Generic Supplier","","22730","English Local Guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jun  1 2013 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","10815","Cochin - Local Guide (1 Jun 2013-31 Dec 2016)","10895","Cochin - Local Guide (1 Jun 2013-31 Dec 2016)","Jun  1 2013 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","5","1490","29.0138","2099",
"Cochin","13166","Cochin-Local Guide","Guide","4","Generic Supplier","","22730","English Local Guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jun  1 2013 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","10815","Cochin - Local Guide (1 Jun 2013-31 Dec 2016)","10895","Cochin - Local Guide (1 Jun 2013-31 Dec 2016)","Jun  1 2013 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","6","14","1878","29.0249","2646",
"Cochin","13166","Cochin-Local Guide","Guide","4","Generic Supplier","","22730","English Local Guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","10816","Pro Cochin - Local Guide (1 Jan 2017-31 Dec 20)","10896","Pro Cochin - Local Guide (1 Jan 2017-31 Dec 20)","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","5","1639","29.0168","2309",
"Cochin","13166","Cochin-Local Guide","Guide","4","Generic Supplier","","22730","English Local Guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","10816","Pro Cochin - Local Guide (1 Jan 2017-31 Dec 20)","10896","Pro Cochin - Local Guide (1 Jan 2017-31 Dec 20)","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","6","14","2066","29.0034","2910",
"Cochin","13166","Cochin-Local Guide","Guide","4","Generic Supplier","","53247","Other language speaking guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jun  1 2013 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","10815","Cochin - Local Guide (1 Jun 2013-31 Dec 2016)","10895","Cochin - Local Guide (1 Jun 2013-31 Dec 2016)","Jun  1 2013 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","5","2068","29.0078","2913",
"Cochin","13166","Cochin-Local Guide","Guide","4","Generic Supplier","","53247","Other language speaking guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jun  1 2013 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","10815","Cochin - Local Guide (1 Jun 2013-31 Dec 2016)","10895","Cochin - Local Guide (1 Jun 2013-31 Dec 2016)","Jun  1 2013 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","6","14","2466","29.0155","3474",
"Cochin","13166","Cochin-Local Guide","Guide","4","Generic Supplier","","53247","Other language speaking guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","10816","Pro Cochin - Local Guide (1 Jan 2017-31 Dec 20)","10896","Pro Cochin - Local Guide (1 Jan 2017-31 Dec 20)","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","5","2275","29.0171","3205",
"Cochin","13166","Cochin-Local Guide","Guide","4","Generic Supplier","","53247","Other language speaking guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","10816","Pro Cochin - Local Guide (1 Jan 2017-31 Dec 20)","10896","Pro Cochin - Local Guide (1 Jan 2017-31 Dec 20)","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","6","14","2713","29.0162","3822",
"Cochin","20266","Drive from Cochin to Nattika (85 km, 1.5 hrs)","Drive","4","Generic Supplier","","31126","Drive","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","15526","Pro-India Drives (1st Jan 2015-31st Dec 2020)","15621","Pro-India Drives (1st Jan 2015-31st Dec 2020)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","4","3850","29.006","5423",
"Cochin","20266","Drive from Cochin to Nattika (85 km, 1.5 hrs)","Drive","4","Generic Supplier","","31126","Drive","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","15526","Pro-India Drives (1st Jan 2015-31st Dec 2020)","15621","Pro-India Drives (1st Jan 2015-31st Dec 2020)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","9","4730","29.0003","6662",
"Cochin","24826","2h-Sunset Cruise","Activity","220","Pioneer","","39405","Private/Special Activity","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Sep 30 2015 12:00:00:000AM","20350","Pro-2h-Sunset Cruise Act (1st Jan 15-31st Dec 20)","20462","Pro-2h-Sunset Cruise Act (1st Jan 15-31st Dec 20)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","6","3080","29.0159","4339",
"Cochin","24826","2h-Sunset Cruise","Activity","220","Pioneer","","39405","Private/Special Activity","NO","","","","","13","Per Unit Per Day","7","Season 02","Oct  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","20350","Pro-2h-Sunset Cruise Act (1st Jan 15-31st Dec 20)","20462","Pro-2h-Sunset Cruise Act (1st Jan 15-31st Dec 20)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","6","3080","29.0159","4339",
"Cochin","40723","HD-Houseboat Tour in Alleppey","Activity","220","Pioneer","","63442","Private/Special Activity","NO","","","","","13","Per Unit Per Day","6","Season 01","Apr  1 2014 12:00:00:000AM","Sep 30 2014 12:00:00:000AM","21680","HD Houseboat Act (1st Apr 14 - 31st Mar 15)","21801","HD Houseboat Act (1st Apr 14 - 31st Mar 15)","Apr  1 2014 12:00:00:000AM","Mar 31 2015 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","2","8000","29.0024","11268",
"Cochin","40723","HD-Houseboat Tour in Alleppey","Activity","220","Pioneer","","63442","Private/Special Activity","NO","","","","","13","Per Unit Per Day","6","Season 01","Apr  1 2015 12:00:00:000AM","Sep 30 2015 12:00:00:000AM","21681","Pro-HD Houseboat Act (1st Apr 15 - 31st Mar 17)","21802","Pro-HD Houseboat Act (1st Apr 15 - 31st Mar 17)","Apr  1 2015 12:00:00:000AM","Mar 31 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","2","8800","29.0036","12395",
"Cochin","40723","HD-Houseboat Tour in Alleppey","Activity","220","Pioneer","","63442","Private/Special Activity","NO","","","","","13","Per Unit Per Day","6","Season 01","Apr  1 2016 12:00:00:000AM","Sep 30 2016 12:00:00:000AM","21681","Pro-HD Houseboat Act (1st Apr 15 - 31st Mar 17)","21802","Pro-HD Houseboat Act (1st Apr 15 - 31st Mar 17)","Apr  1 2015 12:00:00:000AM","Mar 31 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","2","8800","29.0036","12395",
"Cochin","40723","HD-Houseboat Tour in Alleppey","Activity","220","Pioneer","","63442","Private/Special Activity","NO","","","","","13","Per Unit Per Day","7","Season 02","Oct  1 2014 12:00:00:000AM","Mar 31 2015 12:00:00:000AM","21680","HD Houseboat Act (1st Apr 14 - 31st Mar 15)","21801","HD Houseboat Act (1st Apr 14 - 31st Mar 15)","Apr  1 2014 12:00:00:000AM","Mar 31 2015 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","2","12000","29.0024","16902",
"Cochin","40723","HD-Houseboat Tour in Alleppey","Activity","220","Pioneer","","63442","Private/Special Activity","NO","","","","","13","Per Unit Per Day","7","Season 02","Oct  1 2015 12:00:00:000AM","Mar 31 2016 12:00:00:000AM","21681","Pro-HD Houseboat Act (1st Apr 15 - 31st Mar 17)","21802","Pro-HD Houseboat Act (1st Apr 15 - 31st Mar 17)","Apr  1 2015 12:00:00:000AM","Mar 31 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","2","13200","29.0017","18592",
"Cochin","40723","HD-Houseboat Tour in Alleppey","Activity","220","Pioneer","","63442","Private/Special Activity","NO","","","","","13","Per Unit Per Day","7","Season 02","Oct  1 2016 12:00:00:000AM","Mar 31 2017 12:00:00:000AM","21681","Pro-HD Houseboat Act (1st Apr 15 - 31st Mar 17)","21802","Pro-HD Houseboat Act (1st Apr 15 - 31st Mar 17)","Apr  1 2015 12:00:00:000AM","Mar 31 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","2","13200","29.0017","18592",
"Corbett","4164","Exclusive Safari-Infinity Resort","Activity","75","Infinity Resorts","","70623","Exclusive Jeep Safari","NO","","","","","13","Per Unit Per Day","6","Season 01","Feb  1 2016 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","36572","Exclusive India Safari (1 Feb 16-31 Dec 20)","36857","Exclusive India Safari (1 Feb 16-31 Dec 20)","Feb  1 2016 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","6","7500","29.0041","10564",
"Dehradun","2670","Drive from Dehradun to Rishikesh (45 km, 1.5 hrs)","Drive","4","Generic Supplier","","19037","Innova (1-4 ppl)","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","15526","Pro-India Drives (1st Jan 2015-31st Dec 2020)","15621","Pro-India Drives (1st Jan 2015-31st Dec 2020)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","4","2178","29.0091","3068",
"Dehradun","2670","Drive from Dehradun to Rishikesh (45 km, 1.5 hrs)","Drive","4","Generic Supplier","","19037","Innova (1-4 ppl)","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","15526","Pro-India Drives (1st Jan 2015-31st Dec 2020)","15621","Pro-India Drives (1st Jan 2015-31st Dec 2020)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","9","4598","29.0103","6477",
"Delhi","3390","4h-Tallis-Street Food","Activity","248","Tallis","","8072","Private/Special Activity","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","1","7650","29.0023","10775",
"Delhi","3390","4h-Tallis-Street Food","Activity","248","Tallis","","8072","Private/Special Activity","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","2","2","8200","29.0043","11550",
"Delhi","3390","4h-Tallis-Street Food","Activity","248","Tallis","","8072","Private/Special Activity","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","3","6","10800","29.0034","15212",
"Delhi","3390","4h-Tallis-Street Food","Activity","248","Tallis","","8072","Private/Special Activity","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7","20","13500","29.0034","19015",
"Delhi","3391","Diwali Festival","Activity","248","Tallis","","8073","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","1","8910","29.0039","12550",
"Delhi","3391","Diwali Festival","Activity","248","Tallis","","8073","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","2","2","5940","29.0068","8367",
"Delhi","3391","Diwali Festival","Activity","248","Tallis","","8073","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","3","3","4950","29.0017","6972",
"Delhi","3391","Diwali Festival","Activity","248","Tallis","","8073","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","4","4455","29.0039","6275",
"Delhi","3391","Diwali Festival","Activity","248","Tallis","","8073","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","5","4158","29.008","5857",
"Delhi","3391","Diwali Festival","Activity","248","Tallis","","8073","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","6","6","3960","29.0068","5578",
"Delhi","3391","Diwali Festival","Activity","248","Tallis","","8073","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7","7","3819","29.0016","5379",
"Delhi","3391","Diwali Festival","Activity","248","Tallis","","8073","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","8","8","3713","29.0057","5230",
"Delhi","3391","Diwali Festival","Activity","248","Tallis","","8073","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","9","9","3630","29.0044","5113",
"Delhi","3391","Diwali Festival","Activity","248","Tallis","","8073","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","10","10","3564","29.0039","5020",
"Delhi","3391","Diwali Festival","Activity","248","Tallis","","8073","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","11","11","3510","29.0048","4944",
"Delhi","3391","Diwali Festival","Activity","248","Tallis","","8073","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","12","12","3465","29.0104","4881",
"Delhi","3391","Diwali Festival","Activity","248","Tallis","","8073","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","13","13","3427","29.0035","4827",
"Delhi","3391","Diwali Festival","Activity","248","Tallis","","8073","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","14","14","3394","29.0106","4781",
"Delhi","3391","Diwali Festival","Activity","248","Tallis","","8073","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2009","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","2039","Pro-Tallis Spl Act(1st Jan 14-31st Dec 20)","Jan  1 2014 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","15","15","3366","29.0023","4741",
