"REGIONNAME","SERVICEID","SERVICELONGNAME","SERVICETYPENAME","SUPPLIERID","SUPPLIERNAME","MEALPLANNAME","OPTIONID","OPTIONNAME","IS_DEFAULT","EXTRAID","EXTRANAME","OCCUPANCYTYPEID","OCCUPANCYTYPENAME","CHARGINGPOLICYID","CHARGINGPOLICYNAME","SEASONTYPEID","SEASONTYPENAME","SEASONSTARTDATE","SEASONENDDATE","ORGANISATIONSUPPLIERCONTRACTID","ORGANISATIONSUPPLIERCONTRACTNAME","CONTRACTDURATIONID","CONTRACTDURATIONNAME","CONTRACTDURATIONSTARTDATE","CONTRACTDURATIONENDDATE","CURRENCYISOCODE","WEEKDAYPRICES_EXISTS","PRICEDAYMONDAY","PRICEDAYTUESDAY","PRICEDAYWEDNESDAY","PRICEDAYTHURSDAY","PRICEDAYFRIDAY","PRICEDAYSATURDAY","PRICEDAYSUNDAY","PRICEBANDMIN","PRICEBANDMAX","BUYPRICE","MARGIN","SELLING",
"Kumarakom","13866","Drive from Kumarakom to Cochin (67 km, 1.5hrs)","Drive","4","Generic Supplier","","24116","Drive","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","29164","Pro-Drive fm Kumkom - Cochin (1 Jan 17-31 Dec 20)","29314","Pro-Drive fm Kumkom - Cochin (1 Jan 17-31 Dec 20)","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","4","2475","29.0017","3486",
"Kumarakom","13866","Drive from Kumarakom to Cochin (67 km, 1.5hrs)","Drive","4","Generic Supplier","","24116","Drive","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","29164","Pro-Drive fm Kumkom - Cochin (1 Jan 17-31 Dec 20)","29314","Pro-Drive fm Kumkom - Cochin (1 Jan 17-31 Dec 20)","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","9","3190","29.0006","4493",
"Kumarakom","40733","Kumarakom- Local Guide for Cochin City Highlight","Guide","4","Generic Supplier","","63481","English Local Guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jun  1 2013 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","10815","Cochin - Local Guide (1 Jun 2013-31 Dec 2016)","10895","Cochin - Local Guide (1 Jun 2013-31 Dec 2016)","Jun  1 2013 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","5","1490","29.0138","2099",
"Kumarakom","40733","Kumarakom- Local Guide for Cochin City Highlight","Guide","4","Generic Supplier","","63481","English Local Guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jun  1 2013 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","10815","Cochin - Local Guide (1 Jun 2013-31 Dec 2016)","10895","Cochin - Local Guide (1 Jun 2013-31 Dec 2016)","Jun  1 2013 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","6","14","1878","29.0249","2646",
"Kumarakom","40733","Kumarakom- Local Guide for Cochin City Highlight","Guide","4","Generic Supplier","","63481","English Local Guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","10816","Pro Cochin - Local Guide (1 Jan 2017-31 Dec 20)","10896","Pro Cochin - Local Guide (1 Jan 2017-31 Dec 20)","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","5","1639","29.0168","2309",
"Kumarakom","40733","Kumarakom- Local Guide for Cochin City Highlight","Guide","4","Generic Supplier","","63481","English Local Guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","10816","Pro Cochin - Local Guide (1 Jan 2017-31 Dec 20)","10896","Pro Cochin - Local Guide (1 Jan 2017-31 Dec 20)","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","6","14","2066","29.0034","2910",
"Kumarakom","40733","Kumarakom- Local Guide for Cochin City Highlight","Guide","4","Generic Supplier","","63486","Other language speaking guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jun  1 2013 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","10815","Cochin - Local Guide (1 Jun 2013-31 Dec 2016)","10895","Cochin - Local Guide (1 Jun 2013-31 Dec 2016)","Jun  1 2013 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","5","2068","29.0078","2913",
"Kumarakom","40733","Kumarakom- Local Guide for Cochin City Highlight","Guide","4","Generic Supplier","","63486","Other language speaking guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jun  1 2013 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","10815","Cochin - Local Guide (1 Jun 2013-31 Dec 2016)","10895","Cochin - Local Guide (1 Jun 2013-31 Dec 2016)","Jun  1 2013 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","6","14","2466","29.0155","3474",
"Kumarakom","40733","Kumarakom- Local Guide for Cochin City Highlight","Guide","4","Generic Supplier","","63486","Other language speaking guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","10816","Pro Cochin - Local Guide (1 Jan 2017-31 Dec 20)","10896","Pro Cochin - Local Guide (1 Jan 2017-31 Dec 20)","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","5","2275","29.0171","3205",
"Kumarakom","40733","Kumarakom- Local Guide for Cochin City Highlight","Guide","4","Generic Supplier","","63486","Other language speaking guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","10816","Pro Cochin - Local Guide (1 Jan 2017-31 Dec 20)","10896","Pro Cochin - Local Guide (1 Jan 2017-31 Dec 20)","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","6","14","2713","29.0162","3822",
"Madurai","13332","Madurai-Local Guide","Guide","4","Generic Supplier","","23122","English Local Guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","10836","Madurai - Local Guide (1st Jan 2015-31st Dec 2020)","10916","Madurai - Local Guide (1st Jan 2015-31st Dec 2020)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","5","2681","29.0177","3777",
"Madurai","13332","Madurai-Local Guide","Guide","4","Generic Supplier","","23122","English Local Guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","10836","Madurai - Local Guide (1st Jan 2015-31st Dec 2020)","10916","Madurai - Local Guide (1st Jan 2015-31st Dec 2020)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","6","14","3369","29.0139","4746",
"Madurai","13332","Madurai-Local Guide","Guide","4","Generic Supplier","","23123","French Local Guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","10836","Madurai - Local Guide (1st Jan 2015-31st Dec 2020)","10916","Madurai - Local Guide (1st Jan 2015-31st Dec 2020)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","5","3694","29.0024","5203",
"Madurai","13332","Madurai-Local Guide","Guide","4","Generic Supplier","","23123","French Local Guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","10836","Madurai - Local Guide (1st Jan 2015-31st Dec 2020)","10916","Madurai - Local Guide (1st Jan 2015-31st Dec 2020)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","6","14","3369","29.0139","4746",
"Maheshwar","2429","Drive from Maheshwar to Aurangabad (350 km, 6 hrs)","Drive","4","Generic Supplier","","52602","Innova (1-4 ppl)","NO","","","","","47","Per Unit 1 Way","6","Season 01","Dec  1 2014 12:00:00:000AM","Nov 30 2015 12:00:00:000AM","25970","Drive Maheshwar - Aurangabad (1st Dec 14-30th Nov 15)","26107","DriveMaheshwar-Aurangabad (1st Dec 14-30th Nov 15)","Dec  1 2014 12:00:00:000AM","Nov 30 2015 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","4","15500","29","21831",
"Maheshwar","2429","Drive from Maheshwar to Aurangabad (350 km, 6 hrs)","Drive","4","Generic Supplier","","52602","Innova (1-4 ppl)","NO","","","","","47","Per Unit 1 Way","6","Season 01","Dec  1 2014 12:00:00:000AM","Nov 30 2015 12:00:00:000AM","25970","Drive Maheshwar - Aurangabad (1st Dec 14-30th Nov 15)","26107","DriveMaheshwar-Aurangabad (1st Dec 14-30th Nov 15)","Dec  1 2014 12:00:00:000AM","Nov 30 2015 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","9","20500","29.0018","28874",
"Maheshwar","2429","Drive from Maheshwar to Aurangabad (350 km, 6 hrs)","Drive","4","Generic Supplier","","52602","Innova (1-4 ppl)","NO","","","","","47","Per Unit 1 Way","6","Season 01","Dec  1 2015 12:00:00:000AM","Nov 30 2020 12:00:00:000AM","25971","Pro-Drive Maheshwar - Aurangabad (1st Dec 15-30th Nov 20)","26108","Pro-Drive Maheshw-Auranga(1st Dec15-30th Nov20)","Dec  1 2015 12:00:00:000AM","Nov 30 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","4","17050","29.0027","24015",
"Maheshwar","2429","Drive from Maheshwar to Aurangabad (350 km, 6 hrs)","Drive","4","Generic Supplier","","52602","Innova (1-4 ppl)","NO","","","","","47","Per Unit 1 Way","6","Season 01","Dec  1 2015 12:00:00:000AM","Nov 30 2020 12:00:00:000AM","25971","Pro-Drive Maheshwar - Aurangabad (1st Dec 15-30th Nov 20)","26108","Pro-Drive Maheshw-Auranga(1st Dec15-30th Nov20)","Dec  1 2015 12:00:00:000AM","Nov 30 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","9","22550","29.0009","31761",
"Mamallapuram","4593","Transfer from Mamallpauram to Chennai Airport","Transfers","221","Pioneer Tamilnadu","","9696","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2435","Pro-PioneerTM-Transfer(1st Jan 13-31st Dec 20)","2473","Pro-PioneerTM-Transfer(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","3300","29.0017","4648",
"Mamallapuram","4593","Transfer from Mamallpauram to Chennai Airport","Transfers","221","Pioneer Tamilnadu","","9696","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2435","Pro-PioneerTM-Transfer(1st Jan 13-31st Dec 20)","2473","Pro-PioneerTM-Transfer(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","6","4070","29.0075","5733",
"Mamallapuram","4593","Transfer from Mamallpauram to Chennai Airport","Transfers","221","Pioneer Tamilnadu","","9696","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","2435","Pro-PioneerTM-Transfer(1st Jan 13-31st Dec 20)","2473","Pro-PioneerTM-Transfer(1st Jan 13-31st Dec 20)","Jan  1 2013 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7","18","8800","29.0036","12395",
"Mamallapuram","13336","Mamallapuram-Local Guide","Guide","4","Generic Supplier","","23128","English Local Guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","10833","Mamallapuram-Local Guide (1Jan 15-31Dec 20)","10913","Mamallapuram-Local Guide (1Jan 15-31Dec 20)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","5","3894","29.0063","5485",
"Mamallapuram","13336","Mamallapuram-Local Guide","Guide","4","Generic Supplier","","23128","English Local Guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","10833","Mamallapuram-Local Guide (1Jan 15-31Dec 20)","10913","Mamallapuram-Local Guide (1Jan 15-31Dec 20)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","6","14","4292","29.0109","6046",
"Mamallapuram","13336","Mamallapuram-Local Guide","Guide","4","Generic Supplier","","53198","Other language speaking guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","10833","Mamallapuram-Local Guide (1Jan 15-31Dec 20)","10913","Mamallapuram-Local Guide (1Jan 15-31Dec 20)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","5","4471","29.0092","6298",
"Mamallapuram","13336","Mamallapuram-Local Guide","Guide","4","Generic Supplier","","53198","Other language speaking guide","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","10833","Mamallapuram-Local Guide (1Jan 15-31Dec 20)","10913","Mamallapuram-Local Guide (1Jan 15-31Dec 20)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","6","14","4870","29.0087","6860",
"Mangalore","10654","Drive from Mangalore to Neeleshwar (100 km, 3 hrs)","Drive","4","Generic Supplier","","19024","Innova (1-4 ppl)","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","15526","Pro-India Drives (1st Jan 2015-31st Dec 2020)","15621","Pro-India Drives (1st Jan 2015-31st Dec 2020)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","4","4961","29.0068","6988",
"Mangalore","10654","Drive from Mangalore to Neeleshwar (100 km, 3 hrs)","Drive","4","Generic Supplier","","19024","Innova (1-4 ppl)","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","15526","Pro-India Drives (1st Jan 2015-31st Dec 2020)","15621","Pro-India Drives (1st Jan 2015-31st Dec 2020)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","9","6655","29.0057","9374",
"Mangalore","20114","Drive from Mangalore to Bekal (90 Km, 1.5 hrs)","Drive","4","Generic Supplier","","31008","Innova (1-4 ppl)","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","15526","Pro-India Drives (1st Jan 2015-31st Dec 2020)","15621","Pro-India Drives (1st Jan 2015-31st Dec 2020)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","4","6050","29.0072","8522",
"Mangalore","20114","Drive from Mangalore to Bekal (90 Km, 1.5 hrs)","Drive","4","Generic Supplier","","31008","Innova (1-4 ppl)","NO","","","","","13","Per Unit Per Day","6","Season 01","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","15526","Pro-India Drives (1st Jan 2015-31st Dec 2020)","15621","Pro-India Drives (1st Jan 2015-31st Dec 2020)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","9","8250","29.0017","11620",
"Mumbai","3384","FD-Seva Yatra social work","Activity","225","Garha Tours & Travels","","8064","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2012 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","1661","Garha travels-Std Act (1 Jan 12-31 Dec 16)","1690","Garha travels-Std Act (1 Jan 12-31 Dec 16)","Jan  1 2012 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","2","5000","29.0075","7043",
"Mumbai","3384","FD-Seva Yatra social work","Activity","225","Garha Tours & Travels","","8064","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","1665","Pro-Garha travels-Std Act (1 Jan 17-31 Dec 20)","1694","Pro-Garha travels-Std Act (1 Jan 17-31 Dec 20)","Jan  1 2017 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","2","5500","29.0047","7747",
"Mumbai","3416","HD-Tallis-Architecture tour","Activity","225","Garha Tours & Travels","","8111","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","11352","InvalidEst Pro-Garha Tours Spl Act(1st Jan 14-31st Dec 16)","11431","Est Pro-GarhaTours Spl Act(1st Jan 14-31st Dec 16)","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","1","16335","29.0029","23008",
"Mumbai","3416","HD-Tallis-Architecture tour","Activity","225","Garha Tours & Travels","","8111","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","11352","InvalidEst Pro-Garha Tours Spl Act(1st Jan 14-31st Dec 16)","11431","Est Pro-GarhaTours Spl Act(1st Jan 14-31st Dec 16)","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","2","2","10890","29.0044","15339",
"Mumbai","3416","HD-Tallis-Architecture tour","Activity","225","Garha Tours & Travels","","8111","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","11352","InvalidEst Pro-Garha Tours Spl Act(1st Jan 14-31st Dec 16)","11431","Est Pro-GarhaTours Spl Act(1st Jan 14-31st Dec 16)","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","3","3","9075","29.0017","12782",
"Mumbai","3416","HD-Tallis-Architecture tour","Activity","225","Garha Tours & Travels","","8111","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","11352","InvalidEst Pro-Garha Tours Spl Act(1st Jan 14-31st Dec 16)","11431","Est Pro-GarhaTours Spl Act(1st Jan 14-31st Dec 16)","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","4","8168","29.0047","11505",
"Mumbai","3416","HD-Tallis-Architecture tour","Activity","225","Garha Tours & Travels","","8111","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","11352","InvalidEst Pro-Garha Tours Spl Act(1st Jan 14-31st Dec 16)","11431","Est Pro-GarhaTours Spl Act(1st Jan 14-31st Dec 16)","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5","5","7623","29.0025","10737",
"Mumbai","3416","HD-Tallis-Architecture tour","Activity","225","Garha Tours & Travels","","8111","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","11352","InvalidEst Pro-Garha Tours Spl Act(1st Jan 14-31st Dec 16)","11431","Est Pro-GarhaTours Spl Act(1st Jan 14-31st Dec 16)","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","6","6","7260","29.0044","10226",
"Mumbai","3416","HD-Tallis-Architecture tour","Activity","225","Garha Tours & Travels","","8111","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","11352","InvalidEst Pro-Garha Tours Spl Act(1st Jan 14-31st Dec 16)","11431","Est Pro-GarhaTours Spl Act(1st Jan 14-31st Dec 16)","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7","7","7001","29.0031","9861",
"Mumbai","3416","HD-Tallis-Architecture tour","Activity","225","Garha Tours & Travels","","8111","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","11352","InvalidEst Pro-Garha Tours Spl Act(1st Jan 14-31st Dec 16)","11431","Est Pro-GarhaTours Spl Act(1st Jan 14-31st Dec 16)","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","8","8","6807","29.005","9588",
"Mumbai","3416","HD-Tallis-Architecture tour","Activity","225","Garha Tours & Travels","","8111","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","11352","InvalidEst Pro-Garha Tours Spl Act(1st Jan 14-31st Dec 16)","11431","Est Pro-GarhaTours Spl Act(1st Jan 14-31st Dec 16)","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","9","9","6655","29.0057","9374",
"Mumbai","3416","HD-Tallis-Architecture tour","Activity","225","Garha Tours & Travels","","8111","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","11352","InvalidEst Pro-Garha Tours Spl Act(1st Jan 14-31st Dec 16)","11431","Est Pro-GarhaTours Spl Act(1st Jan 14-31st Dec 16)","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","10","10","6534","29.0014","9203",
"Mumbai","3416","HD-Tallis-Architecture tour","Activity","225","Garha Tours & Travels","","8111","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","11352","InvalidEst Pro-Garha Tours Spl Act(1st Jan 14-31st Dec 16)","11431","Est Pro-GarhaTours Spl Act(1st Jan 14-31st Dec 16)","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","11","11","6435","29.0048","9064",
"Mumbai","3416","HD-Tallis-Architecture tour","Activity","225","Garha Tours & Travels","","8111","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","11352","InvalidEst Pro-Garha Tours Spl Act(1st Jan 14-31st Dec 16)","11431","Est Pro-GarhaTours Spl Act(1st Jan 14-31st Dec 16)","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","12","12","6353","29.0008","8948",
"Mumbai","3416","HD-Tallis-Architecture tour","Activity","225","Garha Tours & Travels","","8111","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","11352","InvalidEst Pro-Garha Tours Spl Act(1st Jan 14-31st Dec 16)","11431","Est Pro-GarhaTours Spl Act(1st Jan 14-31st Dec 16)","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","13","13","6284","29.0023","8851",
"Mumbai","3416","HD-Tallis-Architecture tour","Activity","225","Garha Tours & Travels","","8111","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","11352","InvalidEst Pro-Garha Tours Spl Act(1st Jan 14-31st Dec 16)","11431","Est Pro-GarhaTours Spl Act(1st Jan 14-31st Dec 16)","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","14","14","6223","29.0017","8765",
"Mumbai","3416","HD-Tallis-Architecture tour","Activity","225","Garha Tours & Travels","","8111","Private/Special Activity","NO","","","","","12","Per Person Per Day","5","All Year","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","11352","InvalidEst Pro-Garha Tours Spl Act(1st Jan 14-31st Dec 16)","11431","Est Pro-GarhaTours Spl Act(1st Jan 14-31st Dec 16)","Jan  1 2014 12:00:00:000AM","Dec 31 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","15","15","6171","29.0036","8692",
"Mumbai","4521","Transfer from Mumbai Airport(Domestic)  to Hotel","Transfers","225","Garha Tours & Travels","","9973","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","14156","Pro-Garha Travels transfer(1st Jan 15-31st Dec 20)","14253","Pro-Garha Travels transfer(1st Jan 15-31st Dec 20)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","2750","29.0139","3874",
"Mumbai","4521","Transfer from Mumbai Airport(Domestic)  to Hotel","Transfers","225","Garha Tours & Travels","","9973","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","14156","Pro-Garha Travels transfer(1st Jan 15-31st Dec 20)","14253","Pro-Garha Travels transfer(1st Jan 15-31st Dec 20)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","6","4906","29.0014","6910",
"Mumbai","4522","Transfer from Hotel to Mumbai Airport (Domestic)","Transfers","225","Garha Tours & Travels","","9972","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","14156","Pro-Garha Travels transfer(1st Jan 15-31st Dec 20)","14253","Pro-Garha Travels transfer(1st Jan 15-31st Dec 20)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","1","3","2750","29.0139","3874",
"Mumbai","4522","Transfer from Hotel to Mumbai Airport (Domestic)","Transfers","225","Garha Tours & Travels","","9972","Transfer Innova (1-3ppl)","NO","","","","","13","Per Unit Per Day","5","All Year","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","14156","Pro-Garha Travels transfer(1st Jan 15-31st Dec 20)","14253","Pro-Garha Travels transfer(1st Jan 15-31st Dec 20)","Jan  1 2015 12:00:00:000AM","Dec 31 2020 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","4","6","4906","29.0014","6910",
