"REGIONNAME","SERVICEID","SERVICELONGNAME","SERVICETYPENAME","SUPPLIERID","SUPPLIERNAME","MEALPLANNAME","OPTIONID","OPTIONNAME","IS_DEFAULT","EXTRAID","EXTRANAME","OCCUPANCYTYPEID","OCCUPANCYTYPENAME","CHARGINGPOLICYID","CHARGINGPOLICYNAME","SEASONTYPEID","SEASONTYPENAME","SEASONSTARTDATE","SEASONENDDATE","ORGANISATIONSUPPLIERCONTRACTID","ORGANISATIONSUPPLIERCONTRACTNAME","CONTRACTDURATIONID","CONTRACTDURATIONNAME","CONTRACTDURATIONSTARTDATE","CONTRACTDURATIONENDDATE","CURRENCYISOCODE","WEEKDAYPRICES_EXISTS","PRICEDAYMONDAY","PRICEDAYTUESDAY","PRICEDAYWEDNESDAY","PRICEDAYTHURSDAY","PRICEDAYFRIDAY","PRICEDAYSATURDAY","PRICEDAYSUNDAY","BUYPRICE","MARGIN","SELLING",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59702","Purity Resort - Deluxe Room (Dbl+Ext Chl)","NO","","","7","Family Room 1","10","*Per Room Per Night","8","Season 03","Oct  1 2015 12:00:00:000AM","Nov 30 2015 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7500","29.0041","10564",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59702","Purity Resort - Deluxe Room (Dbl+Ext Chl)","NO","","","7","Family Room 1","10","*Per Room Per Night","8","Season 03","Apr  1 2016 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7500","29.0041","10564",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59702","Purity Resort - Deluxe Room (Dbl+Ext Chl)","NO","","","7","Family Room 1","10","*Per Room Per Night","8","Season 03","Oct  1 2016 12:00:00:000AM","Nov 30 2016 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","8025","29.0011","11303",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59702","Purity Resort - Deluxe Room (Dbl+Ext Chl)","NO","","","7","Family Room 1","10","*Per Room Per Night","8","Season 03","Apr  1 2017 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","8025","29.0011","11303",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59702","Purity Resort - Deluxe Room (Dbl+Ext Chl)","NO","","","7","Family Room 1","10","*Per Room Per Night","9","Season 04","Dec  1 2015 12:00:00:000AM","Dec 19 2015 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","9000","29.0052","12677",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59702","Purity Resort - Deluxe Room (Dbl+Ext Chl)","NO","","","7","Family Room 1","10","*Per Room Per Night","9","Season 04","Jan 11 2016 12:00:00:000AM","Mar 31 2016 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","9000","29.0052","12677",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59702","Purity Resort - Deluxe Room (Dbl+Ext Chl)","NO","","","7","Family Room 1","10","*Per Room Per Night","9","Season 04","Dec  1 2016 12:00:00:000AM","Dec 19 2016 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","9630","29.0032","13564",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59702","Purity Resort - Deluxe Room (Dbl+Ext Chl)","NO","","","7","Family Room 1","10","*Per Room Per Night","9","Season 04","Jan 11 2017 12:00:00:000AM","Mar 31 2017 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","9630","29.0032","13564",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59702","Purity Resort - Deluxe Room (Dbl+Ext Chl)","NO","","","7","Family Room 1","10","*Per Room Per Night","10","Season 05","Dec 20 2015 12:00:00:000AM","Jan 10 2016 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","13000","29.0005","18310",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59702","Purity Resort - Deluxe Room (Dbl+Ext Chl)","NO","","","7","Family Room 1","10","*Per Room Per Night","10","Season 05","Dec 20 2016 12:00:00:000AM","Jan 10 2017 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","13910","29.0016","19592",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","2","Twin","10","*Per Room Per Night","6","Season 01","May  1 2015 12:00:00:000AM","Jul 31 2015 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5000","29.0075","7043",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","2","Twin","10","*Per Room Per Night","6","Season 01","May  1 2016 12:00:00:000AM","Jul 31 2016 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5350","29.0074","7536",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","2","Twin","10","*Per Room Per Night","7","Season 02","Aug  1 2015 12:00:00:000AM","Sep 30 2015 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5500","29.0047","7747",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","2","Twin","10","*Per Room Per Night","7","Season 02","Aug  1 2016 12:00:00:000AM","Sep 30 2016 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5885","29.0022","8289",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","2","Twin","10","*Per Room Per Night","8","Season 03","Oct  1 2015 12:00:00:000AM","Nov 30 2015 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7500","29.0041","10564",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","2","Twin","10","*Per Room Per Night","8","Season 03","Apr  1 2016 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7500","29.0041","10564",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","2","Twin","10","*Per Room Per Night","8","Season 03","Oct  1 2016 12:00:00:000AM","Nov 30 2016 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","8025","29.0011","11303",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","2","Twin","10","*Per Room Per Night","8","Season 03","Apr  1 2017 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","8025","29.0011","11303",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","2","Twin","10","*Per Room Per Night","9","Season 04","Dec  1 2015 12:00:00:000AM","Dec 19 2015 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","9000","29.0052","12677",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","2","Twin","10","*Per Room Per Night","9","Season 04","Jan 11 2016 12:00:00:000AM","Mar 31 2016 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","9000","29.0052","12677",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","2","Twin","10","*Per Room Per Night","9","Season 04","Dec  1 2016 12:00:00:000AM","Dec 19 2016 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","9630","29.0032","13564",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","2","Twin","10","*Per Room Per Night","9","Season 04","Jan 11 2017 12:00:00:000AM","Mar 31 2017 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","9630","29.0032","13564",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","2","Twin","10","*Per Room Per Night","10","Season 05","Dec 20 2015 12:00:00:000AM","Jan 10 2016 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","13000","29.0005","18310",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","2","Twin","10","*Per Room Per Night","10","Season 05","Dec 20 2016 12:00:00:000AM","Jan 10 2017 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","13910","29.0016","19592",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","3","Double","10","*Per Room Per Night","6","Season 01","May  1 2015 12:00:00:000AM","Jul 31 2015 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5000","29.0075","7043",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","3","Double","10","*Per Room Per Night","6","Season 01","May  1 2016 12:00:00:000AM","Jul 31 2016 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5350","29.0074","7536",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","3","Double","10","*Per Room Per Night","7","Season 02","Aug  1 2015 12:00:00:000AM","Sep 30 2015 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5500","29.0047","7747",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","3","Double","10","*Per Room Per Night","7","Season 02","Aug  1 2016 12:00:00:000AM","Sep 30 2016 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5885","29.0022","8289",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","3","Double","10","*Per Room Per Night","8","Season 03","Oct  1 2015 12:00:00:000AM","Nov 30 2015 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7500","29.0041","10564",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","3","Double","10","*Per Room Per Night","8","Season 03","Apr  1 2016 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7500","29.0041","10564",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","3","Double","10","*Per Room Per Night","8","Season 03","Oct  1 2016 12:00:00:000AM","Nov 30 2016 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","8025","29.0011","11303",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","3","Double","10","*Per Room Per Night","8","Season 03","Apr  1 2017 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","8025","29.0011","11303",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","3","Double","10","*Per Room Per Night","9","Season 04","Dec  1 2015 12:00:00:000AM","Dec 19 2015 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","9000","29.0052","12677",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","3","Double","10","*Per Room Per Night","9","Season 04","Jan 11 2016 12:00:00:000AM","Mar 31 2016 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","9000","29.0052","12677",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","3","Double","10","*Per Room Per Night","9","Season 04","Dec  1 2016 12:00:00:000AM","Dec 19 2016 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","9630","29.0032","13564",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","3","Double","10","*Per Room Per Night","9","Season 04","Jan 11 2017 12:00:00:000AM","Mar 31 2017 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","9630","29.0032","13564",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","3","Double","10","*Per Room Per Night","10","Season 05","Dec 20 2015 12:00:00:000AM","Jan 10 2016 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","13000","29.0005","18310",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59703","Purity Resort - Deluxe Room (Double)","NO","","","3","Double","10","*Per Room Per Night","10","Season 05","Dec 20 2016 12:00:00:000AM","Jan 10 2017 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","13910","29.0016","19592",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59704","Purity Resort - Deluxe Room (Single)","NO","","","1","Single","10","*Per Room Per Night","6","Season 01","May  1 2015 12:00:00:000AM","Jul 31 2015 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5000","29.0075","7043",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59704","Purity Resort - Deluxe Room (Single)","NO","","","1","Single","10","*Per Room Per Night","6","Season 01","May  1 2016 12:00:00:000AM","Jul 31 2016 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5350","29.0074","7536",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59704","Purity Resort - Deluxe Room (Single)","NO","","","1","Single","10","*Per Room Per Night","7","Season 02","Aug  1 2015 12:00:00:000AM","Sep 30 2015 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5500","29.0047","7747",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59704","Purity Resort - Deluxe Room (Single)","NO","","","1","Single","10","*Per Room Per Night","7","Season 02","Aug  1 2016 12:00:00:000AM","Sep 30 2016 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","5885","29.0022","8289",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59704","Purity Resort - Deluxe Room (Single)","NO","","","1","Single","10","*Per Room Per Night","8","Season 03","Oct  1 2015 12:00:00:000AM","Nov 30 2015 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7500","29.0041","10564",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59704","Purity Resort - Deluxe Room (Single)","NO","","","1","Single","10","*Per Room Per Night","8","Season 03","Apr  1 2016 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","7500","29.0041","10564",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59704","Purity Resort - Deluxe Room (Single)","NO","","","1","Single","10","*Per Room Per Night","8","Season 03","Oct  1 2016 12:00:00:000AM","Nov 30 2016 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","8025","29.0011","11303",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59704","Purity Resort - Deluxe Room (Single)","NO","","","1","Single","10","*Per Room Per Night","8","Season 03","Apr  1 2017 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","31589","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","31757","Pro-Purity Resort (1 May 2016 - 30 Apr 2017)","May  1 2016 12:00:00:000AM","Apr 30 2017 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","8025","29.0011","11303",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59704","Purity Resort - Deluxe Room (Single)","NO","","","1","Single","10","*Per Room Per Night","9","Season 04","Dec  1 2015 12:00:00:000AM","Dec 19 2015 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","9000","29.0052","12677",
"Alleppey","38671","Malabar Escapes Purity Resort, Muhamma","Accommodation","39","Malabar House and hotels","Breakfast","59704","Purity Resort - Deluxe Room (Single)","NO","","","1","Single","10","*Per Room Per Night","9","Season 04","Jan 11 2016 12:00:00:000AM","Mar 31 2016 12:00:00:000AM","31587","Purity Resort (1 May 2015 - 30 Apr 2016)","31755","Purity Resort (1 May 2015 - 30 Apr 2016)","May  1 2015 12:00:00:000AM","Apr 30 2016 12:00:00:000AM","INR","NO","1","1","1","1","1","1","1","9000","29.0052","12677",
